text,true_label,predicted_label,result,reason
体育馆或运动员经常出入的门扇净高不应小于2.2m 。,direct,direct,正确,该规范明确规定了体育馆或运动员经常出入的门扇净高不应小于2.2m，这一具体尺寸要求可以直接从BIM模型中检查获取，符合direct类的特征。而general类的样本更多涉及宏观的设计指导原则，不涉及具体的尺寸或实体属性要求。
两个路口间的消防车道长度大于300m时，尽头式消防车道应在该消防车道的中段设置回车场。,direct,indirect,错误,待分类文本中的条件“两个路口间的消防车道长度大于300m时”涉及到了对多个实体（两个路口、消防车道）之间关系的判断，需要从BIM模型中抽取相关实体的位置和长度信息后进行一定的计算或推导才能确定是否满足条件。这符合indirect类的特征，即信息不能直接从BIM模型中提取，需要进行一系列推导和计算。虽然其中提到的“尽头式消防车道应在该消防车道的中段设置回车场”看似类似于direct类的规定，但是整体语境仍然强调了基于条件判断后的处理方式，而不是单纯的空间或属性检查。因此，该规范属于indirect类。
汽车衡两端引道直线段长度不应小于设计的最长一辆车长。,direct,indirect,错误,尽管规范中提到的具体尺寸（车辆长度）可以视为一种直接的物理约束，但其描述的是汽车衡两端引道直线段长度不应小于设计的最长一辆车长，这涉及到对车辆长度这一参数的间接引用和计算，类似于间接类别的样本，如铁皮沟流槽转弯半径不宜小于流槽宽度的2倍或零位罐与铁路装卸线的距离不应小于某一数值，这些均需基于其他实体或参数进行间接推导和计算。因此，该规范更适合归类为indirect。
不同材料交界处宜附加一层直径为1mm的金属网搭接，金属网宽度宜为200mm～300mm。,direct,direct,正确,该规范描述了不同材料交界处附加金属网的具体尺寸要求，类似于direct类样本中的具体尺寸限制，可以直接从BIM模型中检查是否满足这些尺寸要求，无需进一步推导或计算，因此归类为direct类。
木丝水泥预制保温墙板长度不宜大于6000mm，高度不宜大于4000mm；芯材厚度不宜大于300mm，且不宜小于150mm。,direct,direct,正确,该规范提供了木丝水泥预制保温墙板的具体尺寸限制，包括长度、高度和芯材厚度的具体数值，这些信息可以直接从BIM模型中检查和验证，因此符合direct类的定义。而general类的样本更多涉及设计原则和缺少具体尺寸的数据，与该规范不符。
工艺装置内露天布置的塔、容器等设备应设防雷保护设施，当壁厚不小于4mm时，可不设避雷针保护，但应设防雷接地。,direct,direct,正确,该规范明确规定了工艺装置内露天布置的塔、容器等设备应设防雷保护设施，并指出了具体条件（壁厚不小于4mm时，可不设避雷针保护，但应设防雷接地）。这些规定可以直接从BIM模型中检查是否设置了相应的防雷保护设施和防雷接地，因此符合direct类的特征。
机物料库内应隔出60m²～100m²作为橡胶辊储存室。,direct,direct,正确,尽管规范中涉及具体面积（60m²～100m²），但该尺寸仅作为划分空间的尺寸要求，而非涉及多个实体间的距离或位置的计算或推导。这与direct类的定义相符，即检查给定BIM数据集内存在的显式属性和实体引用，可以直接从模型中检查是否设置了橡胶辊储存室及其面积要求。
快速公交系统的专用车道宽度不应小于6．1m。,direct,direct,正确,该规范明确规定了快速公交系统专用车道的最小宽度要求，这种具体的尺寸限制可以直接从BIM模型中检查，不需要额外的推导或计算，符合direct类的特征。
光缆硅芯塑料管道宜使用内壁平滑型塑料管。,direct,direct,正确,该规范提出了光缆硅芯塑料管道应使用的类型，即“宜使用内壁平滑型塑料管”。这一要求可以视为对特定材料或类型的直接规定，类似于直接检查BIM模型中是否采用了规定的材料或类型，因此归类为direct类。
采用热气溶胶预制灭火系统的防护区，其高度不宜大于3．9m。,direct,direct,正确,待分类文本明确规定了采用热气溶胶预制灭火系统的防护区的高度限制，类似于direct类样例中的高度限制要求，可以直接从BIM模型中检查该高度是否符合规定，无需进一步的推导或宏观指导，因此属于direct类。
活性氧化铝的粒径应小于 2.5mm ，宜为 0.5～1.5 mm 。,direct,direct,正确,该规范明确指定了活性氧化铝的粒径应小于2.5mm，宜为0.5～1.5mm，这一规定直接涉及到材料的物理特性，可以直观地从BIM模型中的材料属性信息中检查是否符合要求，因此属于direct类。虽然涉及具体数值，但并不需要基于模型中的多个实体进行推导或计算，故不符合indirect类的特征。
舞蹈教室宜采用木地板。,direct,direct,正确,根据定义和样例分析，direct类主要涉及具体材料选择和结构要求，可以直接从BIM模型中检查。待分类文本“舞蹈教室宜采用木地板”明确指定了舞蹈教室地板的材料，属于可以直接在BIM模型中检查的属性，因此归类为direct类。
当采用多振型反应谱法计算时，振型阶数在计算方向给出的有效振型参与质量不应低于该方向结构总质量的90％。,general,general,正确,该规范描述了一种计算方法的要求，即采用多振型反应谱法时振型阶数的有效参与质量不应低于一定比例，类似于general类样本中的计算方法指导，如“应采用振型分解反应谱法”或“宜采用弹性方法计算”，这类指导目前无法直接通过BIM模型处理，属于宏观的设计过程指导，因此归类为general类。
平房仓结构按承载能力极限状态设计时，应采用荷载效应的基本组合和结构抗力设计值进行设计。,general,general,正确,该规范提供了关于平房仓结构设计的宏观指导，具体指出了在承载能力极限状态设计时应采用的设计方法，即荷载效应的基本组合和结构抗力设计值进行设计，这与general类的定义相符，即为设计过程提供宏观指导，而无法直接从BIM模型中检查获取具体信息。
车间空气中的粉尘浓度、噪声等物理有害因素的排放应符合国家对工作场所有害因素职业接触限值的有关要求。,general,general,正确,待分类文本提到的“车间空气中的粉尘浓度、噪声等物理有害因素的排放应符合国家对工作场所有害因素职业接触限值的有关要求”属于宏观指导性的要求，强调的是应遵循国家规定的标准，而不是具体的施工或维护过程中的操作细节，因此符合general类的特征。
蓄电池间宜独立设置，蓄电池间的规模应符合磁浮车辆蓄电池检修和充电要求，并应符合车辆基地内配置的其他运输车辆、特种工程车车载蓄电池维护要求。,general,general,正确,该规范包含了对蓄电池间设置的宏观指导，提出了蓄电池间应符合多种要求，包括磁浮车辆蓄电池检修和充电要求以及其他运输车辆车载蓄电池维护要求，没有明确具体的物理尺寸或直接检查项，更像是设计过程中需要考虑的多方面因素，因此更适合归类为general类。
防静电工作区设计应按薄膜晶体管液晶显示器生产工序要求进行分级。,general,general,正确,该规范提出了防静电工作区设计应按照薄膜晶体管液晶显示器生产工序要求进行分级，这一描述更像是对设计过程的一个宏观指导，并没有具体的施工或维护阶段的操作要求，也没有提到需要引入外部信息或具体的方法措施。因此，它更符合general类的定义。
斜壁边坡的设计内容应包括确保边坡稳定的人工加强措施选择、坡体稳定与加强措施的计算和构造、斜壁面层及构件计算与构造、施工技术要求、监测及监测项目报警值要求、监测频率与持续时间要求，以及使用过程中维护和长期监测要求。,general,general,正确,待分类文本描述了斜壁边坡设计的宏观内容要求，包括多方面的设计内容和步骤，类似于general类样例中提到的设计内容应涵盖多个方面和措施，而不是具体的直接可以检查的实体或属性要求。因此，该规范更适合归类为general类。
抗震设计时，结构设计应符合抗震概念设计的要求，厂房结构体系和结构布置除应符合本规范第3．2．3条的规定外，尚应符合下列规定：1 结构体系和结构布置应满足规则性要求。,general,method,错误,待分类文本强调了抗震设计时结构设计应遵循的方法或措施，特别是“应符合抗震概念设计的要求”以及“应满足规则性要求”的表述，这符合method类的定义。尽管文本提到了参考其他规范条文，但其核心在于规定应采取的设计方法和措施，而非单纯引用外部资料或规定，因此更符合method类的特征。
在同一沟谷内建设两座或两座以上赤泥堆场时，后建堆场设计时应论证各堆场之间的相互关系与影响。,general,general,正确,该规范强调的是关于赤泥堆场设计时需论证相互关系与影响的宏观指导原则，而不是具体可直接从BIM模型中检查的物理参数或尺寸要求，这与general类的定义和提供的样例一致。
线路平面曲线半径应根据线路性质、行车速度、工程难易程度，并结合周边环境因地制宜地合理选用。,general,general,正确,待分类文本描述了线路平面曲线半径的选择需要综合考虑多种因素，包括线路性质、行车速度、工程难易程度以及周边环境，这是一种宏观的设计指导原则，而不是具体的、可以直接从BIM模型中获取的尺寸或存在性检查。因此，它更符合general类的定义，即为设计过程提供宏观指导，无法直接通过BIM模型处理。
安全设计应包括校园内防火、防灾、安防设施、通行安全、餐饮设施安全、环境安全等方面的设计。,general,general,正确,该规范强调的是设计过程中需要全面考虑的安全方面的宏观指导，包括防火、防灾、安防等多个方面，没有具体的数值或空间尺寸要求，也不涉及直接从BIM模型中检查具体实体或属性。这与general类的定义相符，即为设计过程提供宏观指导，且无法直接通过BIM模型处理。
桥涵设计所采用的车辆荷载等级，宜根据厂矿道路性质、使用要求、车种和车型、将来的发展需要等确定。,general,general,正确,该规范提出了关于桥涵设计所采用的车辆荷载等级的宏观指导原则，强调了根据多种因素（如厂矿道路性质、使用要求、车种和车型、未来发展需要）来确定荷载等级，属于设计过程中提供宏观指导的内容。这与general类别的定义相符，即为设计过程提供宏观指导，且目前无法通过BIM模型直接处理。
听力测听室应做全浮筑房中房设计，且房间入口设置声闸；听力测听室的空调系统应设置消声器。,general,direct,错误,该规范明确指出了听力测听室的设计要求，包括全浮筑房中房设计和房间入口设置声闸，以及空调系统设置消声器，这些都是可以直接从BIM模型中检查的具体设计要求，符合direct类的特征。而general类则更多涉及宏观的设计指导原则，不涉及具体的实体设置。
改、扩建工程应根据新的使用要求、新的火灾危险性特征及结构现状进行工程设计。,general,general,正确,待分类文本“改、扩建工程应根据新的使用要求、新的火灾危险性特征及结构现状进行工程设计。”是一个宏观的设计指导原则，强调根据多种因素进行设计，而不是具体的、可以直接从BIM模型中检查到的实体或属性要求。这与general类的定义相符，即为设计过程提供宏观指导，且无法通过BIM模型直接处理。因此，该规范更符合general类的特征。
建筑结构的各项质量控制要求应由有关标准作出规定。,general,general,正确,该规范提出了建筑结构质量控制要求应由有关标准作出规定的宏观指导，没有涉及到具体的施工或维护细节，也不依赖于BIM模型的具体信息，因此更符合general类的特征。
设计应对堆载的范围、分布和允许的堆载量提出要求。,general,general,正确,待分类文本“设计应对堆载的范围、分布和允许的堆载量提出要求”强调的是设计过程中对于堆载的一般性指导原则，没有具体指明某个实体或属性的具体设置要求，这一点符合general类的定义。该文本更像是宏观上的设计指导，而不是可以直接从BIM模型中检查的具体要求。因此，它更符合general类的特征。
厕所、卫生间、盥洗室和浴室的位置应符合下列规定：1 厕所、卫生间、盥洗室和浴室应根据功能合理布置，位置选择应方便使用、相对隐蔽，并应避免所产生的气味、潮气、噪声等影响或干扰其他房间。,general,general,正确,待分类文本强调厕所、卫生间、盥洗室和浴室应根据功能合理布置，并提到位置选择应方便使用、相对隐蔽，避免影响或干扰其他房间。这些描述提供了宏观的设计指导原则，而不是具体的物理空间或实体的直接检查要求，符合general类的定义。与提供的general类样本类似，它们都涉及宏观布局和功能性要求。相比之下，direct类样本更多关注具体的实体设置或功能实现，如设置用水计量器具或放空管道噪声控制，这与待分类文本的要求不符。因此，最终归类为general。
短期气田开发区块宜根据气田滚动开发情况，采用临时性或可拆装移动的建筑。,general,general,正确,待分类文本中的“短期气田开发区块宜根据气田滚动开发情况，采用临时性或可拆装移动的建筑”属于宏观指导性建议，旨在根据具体情况灵活调整建筑设计策略，符合general类的定义。文本并未直接指明某个具体的实体或属性设置，而是给出了一个基于特定情境下的设计原则，这与general类的样本特征一致。
框架结构应设计成双向梁柱刚接的抗侧力体系。,general,general,正确,待分类文本“框架结构应设计成双向梁柱刚接的抗侧力体系”提供了关于结构设计方向的宏观指导，类似于general类的样本，例如“结构及结构构件的承载力计算应采用荷载设计值”和“抗爆间室的墙和屋盖按弹性或弹塑性理论设计”。这些样本均未提及具体的数值或实体直接检查的要求，而是给出了设计的原则或方法。因此，该规范属于general类。
3 泄压面积应按纺织工业企业有关防火标准的规定计算。,general,general,正确,待分类文本提到“泄压面积应按纺织工业企业有关防火标准的规定计算”，这表明这是一个宏观的设计指导原则，需要参照外部的标准来进行计算，而不是直接从BIM模型中提取的明确信息。这与general类的定义相符，即此类条款为设计过程提供宏观指导，目前无法通过BIM模型直接处理。因此，该规范最终归类为general。
变电站悬式绝缘子宜选用盘形瓷绝缘子，绝缘子串的片数应按爬电比距法计算、污耐压法校验，综合比较后确定。,general,general,正确,该规范提供了关于变电站悬式绝缘子选择的一般指导原则，并要求通过计算和校验来确定绝缘子串的片数，体现了宏观设计指导思想，与general类的定义相符。而该规范并没有明确指向施工或维护阶段的具体操作，因此不属于others类。
为在建材矿山工程建设项目工程设计中，统一设计内容和深度，保证设计文件的质量和完整性，制定本标准。,general,general,正确,待分类文本旨在为设计过程提供宏观指导，确保设计内容和深度的统一，保证设计文件的质量和完整性。这与general类的定义相符，即提供宏观指导且当前无法通过BIM模型直接处理。而direct类则侧重于检查BIM数据集中存在的显式属性和实体引用，这与待分类文本的宏观指导性质不符。
厂区围墙与厂区内建(构)筑之间的间距不宜小于5m，围墙两侧的建(构)筑物之间应满足相应的防火间距要求。,indirect,indirect,正确,待分类文本中提到的“厂区围墙与厂区内建(构)筑之间的间距不宜小于5m”以及“围墙两侧的建(构)筑物之间应满足相应的防火间距要求”涉及具体的间距要求，这需要从BIM模型中提取多个实体信息并进行一定计算或推导才能验证，符合indirect类的特征。而general类的样本更多涉及宏观指导和原则性要求，不包含具体间距或数值要求。因此，该规范更符合indirect类的定义。
通信塑料管道的埋设深度(管顶至路面)，在人行道下不应小于0．5m；在车行道下不应小于0．7m；与电车轨道交越(管顶至轨道底)不应小于1．00m；与铁道交越(管顶至轨道底)不应小于1．50m。,indirect,direct,错误,该规范明确指定了通信塑料管道在不同条件下的最小埋设深度，这些具体的数值可以直接从BIM模型中检查获取，符合direct类的特征。而general类的样本更多是宏观的设计指导原则或相对模糊的要求，不涉及具体的尺寸或数值规定。
当无梁楼盖的跨度大于6m，或其相邻跨度不等时，冲切荷载设计值应取按等效静荷载和静荷载共同作用下求得冲切荷载的1.1倍；当无梁楼盖的相邻跨度不等，且长短跨之比超过4:3，或柱两侧节点不平衡弯矩与冲切荷载设计值之比超过0.05(c＋h0)（c为柱边长或柱帽边长）时，应增设箍筋。,indirect,reference,错误,该规范提到的条件和计算方法涉及到具体的数值和条件判断，类似于参考外部表格或标准进行设计值的调整，特别是其中提到的“应取按等效静荷载和静荷载共同作用下求得冲切荷载的1.1倍”以及“应符合表6．1．4规定的限值”等特征，这些都指向需要参照外部的标准或表格来进行具体的数值确定，符合reference类的定义。
管孔数大于12孔(孔径48mm)或7孔(孔径31mm或55mm)时，进局管道宜修建电缆通道。,indirect,indirect,正确,该规范涉及到当管孔数达到一定数值时，需要进行某种工程措施（修建电缆通道），这需要基于BIM模型中多个实体（如管孔数量和孔径大小）的信息进行判断和计算，符合indirect类的特征。而reference类主要涉及引入外部图表或条款的情况，本规范并未提到需要参照外部资料。
制冷机冷负荷备用系数可取1．10～1．20，制冷设备数量不宜少于2台。,indirect,indirect,正确,该规范指定了制冷设备的数量和备用系数的具体数值，类似于indirect类别的样本，它们都涉及到设备数量和参数的具体规定，需要从BIM模型中提取相关设备信息并进行计算或推导。此外，该规范并未提及施工或维护过程，因此不属于others类。
但常(负)压燃油 、燃气锅炉房可设置在地下二层 ，当常(负)压燃气锅炉距安全出口的距离大于6m时，可设置在屋顶上 。,indirect,indirect,正确,规范中提到的“常(负)压燃气锅炉距安全出口的距离大于6m时”的条件，涉及到多个实体（锅炉和安全出口）之间的距离计算或推导，符合indirect类的特征。而直接类通常指明具体的设置或存在情况，无需进一步计算或推导。
座椅扶手中距，硬椅不应小于0．50m，软椅不应小于0．55m。,indirect,indirect,正确,该规范指定了座椅扶手中的距具体数值，类似于indirect类样本中提到的各类距道路边缘、距顶板、距梁底、距墙壁、梁边等的距离要求。虽然涉及具体数值，但这些数值并不是直接从BIM模型中可以完全提取出来的，需要结合具体的空间关系进行判断，因此属于indirect类。而reference类则更多涉及引用外部图表或附录的具体要求，不符合该规范的情况。
某个罐组的专用隔油池需要布置在该罐组防火堤内，其容量不应大于150m³，与储罐的距离可不受限制。,indirect,indirect,正确,尽管规范中提到了具体的容量限制（150m³），但该规范还涉及到专用隔油池的位置布置要求，即“布置在该罐组防火堤内”，这一要求需要从BIM模型中抽取多个位置实体信息后进行一定的间接计算或推导来验证，符合indirect类的特征。此外，关于与储罐距离可不受限制的说明也表明此规范涉及多个实体之间的相对位置关系，进一步支持将其归为indirect类。
纵向接缝的间距应按路面宽度在3．0m～4．5m范围内确定，不宜设置在轮迹带上。,indirect,indirect,正确,该规范涉及纵向接缝的间距应在特定范围内确定，并且不应设置在轮迹带上。这需要从BIM模型中抽取路面宽度等信息进行推导和计算以确保间距满足要求，符合indirect类的特征，即信息不能直接从模型中提取，需经过推导计算。
必要时，对于次要负荷且线路长度小于8m的，绝缘电线可采用穿金属导管敷设，但应采用壁厚不小于6mm的钢导管并采取可靠的防水、防腐蚀措施。,indirect,method,错误,该规范描述了在特定条件下（即次要负荷且线路长度小于8m）应采取的布线方法和措施，包括使用特定规格的钢导管并采取防水、防腐蚀措施，这符合method类的定义，强调应采取的具体方法或措施。而direct类主要关注直接从BIM模型中检查的信息或属性，此规范涉及的是具体的实施步骤和措施，而不是直接可检查的属性或实体存在与否的问题。
电缆隧道两端均应设通往地面的安全出口；当其长度超过100m时，安全出口的间距不应超过75m。,indirect,indirect,正确,该规范不仅指出了电缆隧道两端应设通往地面的安全出口这一直接可见的要求，还包含了当电缆隧道长度超过100m时，安全出口的间距不应超过75m这一需要从BIM模型中抽取多个位置实体信息后进行一定计算或推导的要求，因此更符合indirect类的特征。
铁皮沟流槽的转弯半径不宜小于流槽宽度的3倍。,indirect,indirect,正确,该规范中的要求涉及计算流槽转弯半径与流槽宽度的比例关系，需要从BIM模型中提取流槽宽度信息后进行计算，符合indirect类的特征。而reference类则更多涉及引用外部表格或标准，该规范并未提及引用外部资料。
钢筋的直径，非抗震设计和抗震设计三、四级时，不应小于12mm；抗震设计一、二级时，不应小于14mm，且分别不应少于框架梁两端顶面和底面纵向受力钢筋中较大截面面积的1／4。,indirect,indirect,正确,该规范涉及到具体的钢筋直径和配筋率要求，这些数值需要从BIM模型中提取相关实体信息后进行计算和验证，符合indirect类的特征。与general类相比，该规范不是宏观指导性建议，而是具体的技术参数要求。
若架空敷设时，泵房内地面敷设管道时不得跨越电气设备和阻碍通道，通行处的管底距地面不宜小于9．4m。,indirect,indirect,正确,该规范涉及到具体的尺寸要求，即“通行处的管底距地面不宜小于9．4m”，这一要求类似于间接类别的其他样本，需要从BIM模型中抽取多个位置信息进行一定的间接计算或推导。而reference类别则更多涉及引用外部标准或表格，该规范并未提及引用其他条款或附录，因此归类为indirect更为合适。
当受弯构件粘贴的多层纤维织物允许截断时，相邻两层纤维织物宜按内短外长的原则分层截断；外层纤维织物的截断点宜越过内层截断点200mm以上，并应在截断点加设U形箍。,indirect,indirect,正确,该规范描述了多层纤维织物粘贴和截断的具体原则和尺寸要求，包括不同层之间截断点的相对位置和间距。这些信息需要从BIM模型中提取多个实体信息并进行推导和计算才能完成，符合indirect类的定义，而不像direct类那样直接从模型中检查某个具体的属性或实体存在与否。
上部车场轨道线路的高、低道最大高差不宜大于0．6m。,indirect,indirect,正确,尽管规范中提到的具体数值（0.6m）看似可以直接测量，但该规范实际上涉及的是上部车场轨道线路的高、低道之间最大高差的限制，这需要从BIM模型中抽取多处轨道线路高程信息进行比较计算才能验证，因此更符合indirect类的特征。
站内气瓶组的总储气容积应按1．5倍计算月平均日供气最确定。,indirect,indirect,正确,根据间接类别的定义，该条款涉及需要从BIM模型中提取的信息进行计算或推导，例如“站内气瓶组的总储气容积应按1．5倍计算月平均日供气量确定”。这符合indirect类别中的典型特征，即需要通过计算或推导来验证储气容积是否符合要求。而others类别的例子更多涉及具体的工作日数、进货量等与设计过程无关的施工或维护阶段的要求，该条款并不符合这一特征。
冷水循环泵不应少于21台，不宜设备用泵，热水循环泵不应少于10台，宜设备用泵。,indirect,indirect,正确,该规范中提到冷水循环泵和热水循环泵的数量要求，并明确了不应少于的具体台数，这与indirect类样本中提及的设备台数不应少于某个数值的要求相吻合。尽管规范中涉及具体数字，但它并不指向需要引用外部资料或表格，而是关于设备数量的直接规定，因此更适合归类为indirect类。
紫外线照射渠不宜少于2条。,indirect,indirect,正确,待分类文本“紫外线照射渠不宜少于2条”符合indirect类的特征，即信息不能直接从BIM模型中提取，而是需要进行一定的推导或计算来确认是否满足规范要求。这与间接类样本中提到的“不应少于两个”或“不宜少于2个”的模式一致，表明需要检查多个实体的数量，而不是单纯描述施工或维护过程。
室外地面的混凝土垫层宜设伸缝，间距宜为51m，缝宽宜为12mm～15mm，缝内应填耐候弹性密封材料，沿缝两侧的混凝土边缘应局部加强。,indirect,indirect,正确,该规范涉及室外地面混凝土垫层的伸缝设置及其具体参数（如间距、缝宽等），这些参数的设定不仅涉及具体的数值，而且需要基于BIM模型中的多个实体进行间接计算或推导。尽管有具体的尺寸要求，但这些要求涉及多个方面的综合考量，例如缝隙的布置和填充材料的选择，因此更符合indirect类的特征。
当司机室采用空调时，新风量不宜少于人均30m³／h。,indirect,indirect,正确,该规范涉及新风量的具体数值要求，类似于indirect类的样本中提到的具体数值或尺寸要求，但不涉及施工或维护阶段的具体操作，因此不属于others类。此外，新风量的计算可能需要结合司机室的空间大小和人数来进行推导，这符合indirect类的定义，即需要从BIM模型中直接获取的信息进行推导和计算。
必要时，对于次要负荷且线路长度小于15m的，绝缘电线可采用穿金属导管敷设，但应采用壁厚不小于2mm的钢导管并采取可靠的防水、防腐蚀措施。,indirect,method,错误,该规范描述了在特定条件下应采取的敷设措施以及具体的防水、防腐蚀措施，这符合method类定义中的“规定了应采取的方法或措施”的特征。相比之下，direct类的样本更多关注于具体的尺寸、位置或属性的检查，而不是方法或措施的描述。因此，该规范更适合归类为method类。
当装有取水接口时，中水管道上必须采取严格的误饮、误用的防护措施。,method,method,正确,待分类文本描述了当特定条件下应采取的防护措施，这与method类的定义相符，即规定了应采取的方法或措施。文本中的“必须采取严格的误饮、误用的防护措施”符合method类的特征，类似于样例中的“应采取防止水漫溢和渗漏措施”等。而reference类则侧重于引入外部资料或参照其他条款、附录等，待分类文本并未涉及到这一方面的要求。
5 三相泡沫输送管路以及采空区预埋管路的直径不应小于108mm，采空区预埋管路应采取防堵塞措施。,method,method,正确,规范不仅规定了三相泡沫输送管路以及采空区预埋管路的直径不应小于108mm，还特别强调采空区预埋管路应采取防堵塞措施。这表明规范不仅限于直接检查某个具体尺寸，还涉及到具体的措施和方法，因此更符合method类的定义。
抽气管道不应有液袋，其敷设坡度不应小于0．3％，并应有防冻、排液措施。,method,method,正确,待分类文本强调了抽气管道不应有液袋，并需要有防冻、排液措施，这与method类样本相似，均涉及具体的措施和要求，符合method类的定义，即规定了应采取的方法或措施。而reference类的样本则更多涉及到引用外部的表格、附录等具体规定，待分类文本并未提及引用外部资料或标准，因此更适合归类为method类。
空气调节和通风系统应采取过滤、消声、隔声和减振措施。,method,method,正确,该规范明确提出了空气调节和通风系统应采取的具体措施，包括过滤、消声、隔声和减振，这些描述与method类的定义相吻合，即规定了应采取的方法或措施。而reference类的样本则更多涉及到引用规范、公式或标准，该规范并未提及此类引用。因此，该规范应归类为method。
当必须设门时，变配电所应采取正压或化学过滤等防腐蚀措施。,method,method,正确,待分类文本描述了具体的防腐蚀措施，即“应采取正压或化学过滤等防腐蚀措施”，这与method类样本中的采取某种措施或方法来实现特定目的（如防腐、防堵、排氢通风等）相一致。而reference类样本则更多涉及引用其他规范条文或标准，待分类文本并未提及引用外部规定或标准，因此更适合归类为method类。
当计算护脚埋深较大时，可采取减小护脚埋深的防护措施。,method,method,正确,该规范提到“当计算护脚埋深较大时，可采取减小护脚埋深的防护措施”，这一描述符合method类的定义，即规定了在特定条件下应采取的措施或方法。与method类的样本相似，如“在腐蚀性较强的场所，还应适当加大其截面或采取其他防腐措施”，都是针对特定情况提出具体的应对措施。而reference类的样本则更多涉及引用外部表格或标准，该规范并未提及引用外部资料或标准，因此更符合method类的特征。
位于炎热地区的配变电所，屋面应有隔热措施。,method,method,正确,待分类文本“位于炎热地区的配变电所，屋面应有隔热措施”符合method类的特征，因为它明确规定了在特定条件下应采取的措施（即在炎热地区，配变电所的屋面应有隔热措施）。这与method类的定义相符，即规定了应采取的方法或措施。而reference类通常涉及引用外部资料或附录中的规定，待分类文本并未涉及此类情况。因此，该规范最终归类为method类。
