text,predicted_label1,predicted_label2,true_label,result,confusion_point
体育馆或运动员经常出入的门扇净高不应小于2.2m 。,direct,indirect,direct,正确,该规范可能因为涉及“门扇净高”的具体数值（2.2m）而被直接检查的属性被分为direct类；也可能因为涉及建筑设计或布置的综合性要求而被分为indirect类。
两个路口间的消防车道长度大于300m时，尽头式消防车道应在该消防车道的中段设置回车场。,direct,indirect,direct,正确,该规范可能因为“消防车道长度大于300m”这样的具体数字（0-9）和“尽头式消防车道”这样的具体构件或属性被分为direct类；也可能因为“两个路口间”这样的宏观内容和“应在中段设置回车场”这样的方法或措施被分为indirect类。
汽车衡两端引道直线段长度不应小于设计的最长一辆车长。,direct,general,direct,正确,该规范可能因为“不应小于”这样的具体数字和长度限制被分为direct类；也可能因为“汽车衡两端引道直线段”这样的具体场景和应用被分为general类。
不同材料交界处宜附加一层直径为1mm的金属网搭接，金属网宽度宜为200mm～300mm。,direct,method,direct,正确,该规范可能因为“金属网搭接”对应BIM模型中可直接检查的具体功能属性被分为direct类；也可能因为“不同材料交界处”等字眼暗示了具体的施工或维护场景而被分为method类。
木丝水泥预制保温墙板长度不宜大于6000mm，高度不宜大于4000mm；芯材厚度不宜大于300mm，且不宜小于150mm。,direct,indirect,direct,正确,该规范可能因为“木丝水泥预制保温墙板”等字眼暗示具体的构件存在，因此可能被分为direct类；也可能因为涉及多个具体的尺寸参数，需要综合判断和计算来确保符合规定而被分为indirect类。
工艺装置内露天布置的塔、容器等设备应设防雷保护设施，当壁厚不小于4mm时，可不设避雷针保护，但应设防雷接地。,direct,method,direct,正确,该规范可能因为“工艺装置”等字眼暗示具体的设备或构件存在而被分为direct类；也可能因为“应设防雷保护设施”等字眼暗示了具体的方法或措施而被分为method类。
机物料库内应隔出60m²～100m²作为橡胶辊储存室。,indirect,direct,direct,正确,该规范可能因为“60m²～100m²”需要进一步计算而被分为indirect类；也可能因为“应隔出60m²～100m²作为橡胶辊储存室”对应BIM模型中可直接检查的具体功能属性被分为direct类。
快速公交系统的专用车道宽度不应小于6．1m。,direct,indirect,direct,正确,该规范可能因为“快速公交系统的专用车道宽度”对应BIM模型中可直接检查的具体功能属性而被分为direct类；也可能因为该规范需要通过测量或计算BIM模型中的车道宽度来进行验证，而非单纯的存在性检查，而被分为indirect类。
光缆硅芯塑料管道宜使用内壁平滑型塑料管。,direct,others,direct,正确,该规范可能因为“光缆硅芯塑料管道宜使用内壁平滑型塑料管”这句话中提到的具体管道材料和要求对应BIM模型中可直接检查的具体属性被分为direct类；也可能因为“光缆”和“硅芯塑料管道”等字眼暗示施工或维护场景而被分为others类。
采用热气溶胶预制灭火系统的防护区，其高度不宜大于3．9m。,direct,indirect,direct,正确,该规范可能因为“采用热气溶胶预制灭火系统”对应BIM模型中可直接检查的具体功能属性被分为direct类；也可能因为“防护区”涉及多个实体或规范中有具体数字（0-9）且数量大于1个被分为indirect类。
活性氧化铝的粒径应小于 2.5mm ，宜为 0.5～1.5 mm 。,direct,indirect,direct,正确,该规范可能因为“粒径”等字眼暗示需要对从BIM模型中直接获得的信息进行一系列推导和计算以准备此类条款所需的信息而被分为indirect类；也可能因为“应小于2.5mm、宜为0.5～1.5 mm”等具体参数对应BIM模型中可直接检查的具体属性被分为direct类。
舞蹈教室宜采用木地板。,direct,method,direct,正确,该规范可能因为“舞蹈教室宜采用木地板”这样的具体建议性质而被直接检查在BIM模型中是否存在木地板而被分为direct类，也可能因为“宜采用”这样的措辞，表示一种推荐性的方法或措施，因此被归类为method类。
当采用多振型反应谱法计算时，振型阶数在计算方向给出的有效振型参与质量不应低于该方向结构总质量的90％。,general,indirect,general,正确,该规范可能因为“振型阶数”等概念的计算复杂性而被分为general类；也可能因为涉及多个实体或规范中有具体数字且数量大于1个的计算而被分为indirect类。
平房仓结构按承载能力极限状态设计时，应采用荷载效应的基本组合和结构抗力设计值进行设计。,general,indirect,general,正确,该规范可能因为“平房仓结构”和“设计要求”等字眼暗示设计过程的指导性质而被分为general类；也可能因为“承载能力极限状态”和“设计值”等字眼暗示设计过程中需要计算和推导而被分为indirect类。
车间空气中的粉尘浓度、噪声等物理有害因素的排放应符合国家对工作场所有害因素职业接触限值的有关要求。,general,reference,general,正确,该规范可能因为“应符合国家对工作场所有害因素职业接触限值的有关要求”这种宏观内容而被分为general类；也可能因为涉及到需要参照国家相关标准和要求，类似于“室内空气质量各项指标应符合现行国家标准《室内空气质量标准》GB／T　18883的要求”，而被归为reference类。
蓄电池间宜独立设置，蓄电池间的规模应符合磁浮车辆蓄电池检修和充电要求，并应符合车辆基地内配置的其他运输车辆、特种工程车车载蓄电池维护要求。,general,indirect,general,正确,该规范可能因为提出了总体的设计原则和要求，如“蓄电池间的规模应符合磁浮车辆蓄电池检修和充电要求”，被归类为general类；也可能因为涉及具体的布局和功能要求，例如“宜独立设置”和“应符合车辆基地内配置的其他运输车辆、特种工程车车载蓄电池维护要求”，这些需要从BIM模型中推导和计算的信息，被归类为indirect类。
防静电工作区设计应按薄膜晶体管液晶显示器生产工序要求进行分级。,general,reference,general,正确,该规范可能因为“应按薄膜晶体管液晶显示器生产工序要求进行分级”这种宏观指导性语句而被分为general类；也可能因为涉及按照特定生产工序要求进行设计，需要参照具体的生产工序标准或指南而被分为reference类。
斜壁边坡的设计内容应包括确保边坡稳定的人工加强措施选择、坡体稳定与加强措施的计算和构造、斜壁面层及构件计算与构造、施工技术要求、监测及监测项目报警值要求、监测频率与持续时间要求，以及使用过程中维护和长期监测要求。,general,indirect,general,正确,该规范可能因为包含了宏观指导性的设计内容如“设计内容应包括确保边坡稳定的人工加强措施选择”而被分为general类；也可能因为涉及到需要从BIM模型中提取多项信息并进行推导计算才能完成的详细设计和监测要求，例如“坡体稳定与加强措施的计算和构造”和“监测及监测项目报警值要求”，而被分为indirect类。
抗震设计时，结构设计应符合抗震概念设计的要求，厂房结构体系和结构布置除应符合本规范第3．2．3条的规定外，尚应符合下列规定：1 结构体系和结构布置应满足规则性要求。,reference,general,general,正确,该规范可能因为涉及到“规范第3.2.3条”等外部规范被引入而被分为reference类；也可能因为“结构设计应满足规则性要求”等宏观内容被分为general类。
在同一沟谷内建设两座或两座以上赤泥堆场时，后建堆场设计时应论证各堆场之间的相互关系与影响。,general,indirect,general,正确,该规范可能因为描述了设计过程中需要遵循的宏观指导原则而被分为general类；也可能因为需要对多个堆场之间的相互关系与影响进行分析和论证，涉及到从BIM模型中获取信息并进行推导和计算的过程而被分为indirect类。
线路平面曲线半径应根据线路性质、行车速度、工程难易程度，并结合周边环境因地制宜地合理选用。,general,indirect,general,正确,该规范可能因为“线路平面曲线半径”等关键词暗示了规范的宏观性质而被分为general类；也可能因为“根据线路性质、行车速度、工程难易程度，并结合周边环境因地制宜地合理选用”等信息需要进行多个实体或规范之间的计算和推导而被分为indirect类。
安全设计应包括校园内防火、防灾、安防设施、通行安全、餐饮设施安全、环境安全等方面的设计。,general,indirect,general,正确,该规范可能因为“应包括”这样的字眼暗示是对设计过程的宏观指导而被分为general类；也可能因为“防火、防灾、安防设施、通行安全、餐饮设施安全、环境安全”等具体方面的内容需要通过一系列推导和计算来准备信息而被分为indirect类。
桥涵设计所采用的车辆荷载等级，宜根据厂矿道路性质、使用要求、车种和车型、将来的发展需要等确定。,general,method,general,正确,该规范可能因为“宜根据厂矿道路性质、使用要求、车种和车型、将来的发展需要等确定”这样的宏观内容被分为general类；也可能因为提到了“宜根据……确定”这种规定了应采取的方法或措施的方式而被分为method类。
听力测听室应做全浮筑房中房设计，且房间入口设置声闸；听力测听室的空调系统应设置消声器。,direct,method,general,错误,该规范可能因为“听力测听室”等字眼暗示具体的设计要求而被分为direct类；也可能因为“应设置声闸”和“消声器”等措施类的描述被分为method类。
改、扩建工程应根据新的使用要求、新的火灾危险性特征及结构现状进行工程设计。,general,indirect,general,正确,该规范可能因为提到“应根据新的使用要求、新的火灾危险性特征及结构现状进行工程设计”这样宏观指导性的描述而被分为general类；也可能因为需要结合具体的使用要求和结构现状进行设计，涉及到多个因素和条件的判断，而被分为indirect类。
建筑结构的各项质量控制要求应由有关标准作出规定。,general,reference,general,正确,该规范可能因为“建筑结构的各项质量控制要求”这种宏观性质而被分为general类；也可能因为“应由有关标准作出规定”这种具体标准规定被分为reference类。
设计应对堆载的范围、分布和允许的堆载量提出要求。,general,indirect,general,正确,该规范可能因为“堆载的范围、分布和允许的堆载量”这样的内容属于设计过程的宏观指导而被分为general类；也可能因为涉及到多个实体或规范中有具体数字（0-9）且数量大于1个而被分为indirect类。
厕所、卫生间、盥洗室和浴室的位置应符合下列规定：1 厕所、卫生间、盥洗室和浴室应根据功能合理布置，位置选择应方便使用、相对隐蔽，并应避免所产生的气味、潮气、噪声等影响或干扰其他房间。,general,reference,general,正确,该规范可能因为“应符合下列规定”的具体内容，暗示了外部的参考或标准被引入而被分为general类；也可能因为“应符合下列规定”的内容是关于具体的要求和规定被分为reference类。
短期气田开发区块宜根据气田滚动开发情况，采用临时性或可拆装移动的建筑。,general,direct,general,正确,该规范可能因为涉及到“宜”这样的规则性要求而被分为general类；也可能因为“临时性或可拆装移动的建筑”对应BIM模型中可直接检查的具体构件或属性被分为direct类。
框架结构应设计成双向梁柱刚接的抗侧力体系。,general,direct,general,正确,该规范可能因为描述的是一个具体的结构设计要求而被分为direct类；也可能因为描述的是一个设计过程中的一个指导性要求而被分为general类。  
3 泄压面积应按纺织工业企业有关防火标准的规定计算。,general,indirect,general,正确,该规范可能因为“纺织工业企业有关防火标准”的具体规定对应BIM模型中可直接检查的具体标准而被分为general类；也可能因为涉及具体的“泄压面积计算”需要从BIM模型中提取相关数据进行计算，更符合indirect类的要求。
变电站悬式绝缘子宜选用盘形瓷绝缘子，绝缘子串的片数应按爬电比距法计算、污耐压法校验，综合比较后确定。,general,direct,general,正确,该规范可能因为“宜选用盘形瓷绝缘子”这句话的规则性要求而被分为general类；也可能因为“绝缘子串的片数应按爬电比距法计算、污耐压法校验，综合比较后确定”这句话涉及到具体的数字计算和属性检查而被分为direct类。
为在建材矿山工程建设项目工程设计中，统一设计内容和深度，保证设计文件的质量和完整性，制定本标准。,general,reference,general,正确,该规范可能因为涉及“设计内容和深度”等字眼暗示了规范的内容范围，而被认为是“应满足规则性要求”这种宏观内容而被分为general类；也可能因为规范的内容涉及到设计文件的质量和完整性，需要参考相关的标准或规范而被认为是reference类。
厂区围墙与厂区内建(构)筑之间的间距不宜小于5m，围墙两侧的建(构)筑物之间应满足相应的防火间距要求。,indirect,direct,indirect,正确,该规范可能因为“厂区围墙与厂区内建(构)筑之间的间距”和“围墙两侧的建(构)筑物之间应满足相应的防火间距要求”等信息可以在BIM模型中直接检查而被分为direct类；也可能因为“厂区围墙与厂区内建(构)筑之间的间距”和“围墙两侧的建(构)筑物之间应满足相应的防火间距需要进一步计算而被分为indirect类。
通信塑料管道的埋设深度(管顶至路面)，在人行道下不应小于0．5m；在车行道下不应小于0．7m；与电车轨道交越(管顶至轨道底)不应小于1．00m；与铁道交越(管顶至轨道底)不应小于1．50m。,direct,indirect,indirect,正确,该规范可能因为“埋设深度”“管顶至路面”等字眼暗示需要对BIM模型中管道信息进行推导和计算而被分为indirect类；也可能因为“0.5m”“0.7m”等具体数字和管道埋设深度的具体要求被分为direct类。
当无梁楼盖的跨度大于6m，或其相邻跨度不等时，冲切荷载设计值应取按等效静荷载和静荷载共同作用下求得冲切荷载的1.1倍；当无梁楼盖的相邻跨度不等，且长短跨之比超过4:3，或柱两侧节点不平衡弯矩与冲切荷载设计值之比超过0.05(c＋h0)（c为柱边长或柱帽边长）时，应增设箍筋。,indirect,reference,indirect,正确,该规范可能因为涉及到具体的数值计算和条件判断，需要从BIM模型中的多个实体进行推导和计算，而被分为indirect类；也可能因为规范中提到的条件判断和计算涉及具体的数值和比率，需要参照特定的设计标准或附录，从而被分为reference类。
管孔数大于12孔(孔径48mm)或7孔(孔径31mm或55mm)时，进局管道宜修建电缆通道。,indirect,direct,indirect,正确,该规范可能因为涉及到多个实体或规范中有具体数字（0-9）且数量大于1个而被分为indirect类；也可能因为“管孔数大于12孔(孔径48mm)或7孔(孔径31mm或55mm)时”这个具体的条件判断对应BIM中可直接检查的具体功能属性被分为direct类。
制冷机冷负荷备用系数可取1．10～1．20，制冷设备数量不宜少于2台。,indirect,reference,indirect,正确,该规范可能因为“制冷机冷负荷备用系数”这样的具体数字（0-9）且数量大于1个需要进行一系列推导和计算，以准备此类条款所需的信息而被分为indirect类；也可能因为规范中的数值和设备数量要求需要参照特定的标准或公式进行设定，类似于参考外部数据或规范中的具体条款而被分为reference类。
但常(负)压燃油 、燃气锅炉房可设置在地下二层 ，当常(负)压燃气锅炉距安全出口的距离大于6m时，可设置在屋顶上 。,indirect,direct,indirect,正确,该规范可能因为涉及到多个实体（燃气锅炉房、安全出口）的关系和具体数字（距离大于6m）的计算而被分为indirect类；也可能因为直接指定了锅炉房可以设置的位置和条件，这些信息可以直接从BIM模型中检查而被分为direct类。
座椅扶手中距，硬椅不应小于0．50m，软椅不应小于0．55m。,indirect,direct,indirect,正确,该规范可能因为需要通过一系列推导和计算来获得信息而被分为indirect类；也可能因为涉及到具体的尺寸限制而被分为direct类。
某个罐组的专用隔油池需要布置在该罐组防火堤内，其容量不应大于150m³，与储罐的距离可不受限制。,indirect,direct,indirect,正确,该规范可能因为涉及到“罐组”和“隔油池”等概念，这些信息需要对从BIM模型直接获得的信息进行一系列推导和计算，以准备此类条款所需的信息而被分为indirect类；也可能因为涉及到具体的“容量不应大于150m³”这样的信息可以通过BIM模型直接检查而被分为direct类。
纵向接缝的间距应按路面宽度在3．0m～4．5m范围内确定，不宜设置在轮迹带上。,indirect,direct,indirect,正确,该规范可能因为需要对从BIM模型直接获得的信息进行一系列推导和计算，以准备此类条款所需的信息而被分为indirect类；也可能因为“纵向接缝的间距”这样的具体数字和范围对应BIM模型中可直接检查的具体信息被分为direct类。
必要时，对于次要负荷且线路长度小于8m的，绝缘电线可采用穿金属导管敷设，但应采用壁厚不小于6mm的钢导管并采取可靠的防水、防腐蚀措施。,method,indirect,indirect,正确,该规范可能因为“应采用措施”等字眼暗示具体方法而被分为method类；也可能因为“穿金属导管敷设”等字眼涉及到多个实体或多个具体数字而被分为indirect类。
电缆隧道两端均应设通往地面的安全出口；当其长度超过100m时，安全出口的间距不应超过75m。,indirect,direct,indirect,正确,该规范可能因为“电缆隧道两端均应设通往地面的安全出口”等字眼暗示需要对从BIM模型直接获得的信息进行一系列推导和计算以准备此类条款所需的信息而被分为indirect类；也可能因为“当其长度超过100m时，安全出口的间距不应超过75m”等具体数字和计算公式对应BIM模型中可直接检查的具体功能属性而被分为direct类。
铁皮沟流槽的转弯半径不宜小于流槽宽度的3倍。,indirect,direct,indirect,正确,该规范可能因为涉及到具体的数值计算和比较（转弯半径不宜小于流槽宽度的3倍），需要从BIM模型中获取流槽宽度并进行计算，从而被分为indirect类；也可能因为直接指定了一个具体的属性要求（转弯半径不宜小于流槽宽度的3倍），可以在BIM模型中直接检查该属性的存在与否，从而被分为direct类。
钢筋的直径，非抗震设计和抗震设计三、四级时，不应小于12mm；抗震设计一、二级时，不应小于14mm，且分别不应少于框架梁两端顶面和底面纵向受力钢筋中较大截面面积的1／4。,indirect,direct,indirect,正确,该规范可能因为需要从BIM模型中间接推导和计算获得的信息（如计算出不应小于12mm或14mm的最小截面面积）而被分为indirect类；也可能因为“钢筋的直径”等具体的构件或属性可以从BIM模型中直接检查而被分为direct类。
若架空敷设时，泵房内地面敷设管道时不得跨越电气设备和阻碍通道，通行处的管底距地面不宜小于9．4m。,indirect,method,indirect,正确,该规范可能因为涉及多个实体（如泵房内的管道和电气设备）及具体的距离要求，需要进行推导和计算以符合间接条款的要求而被分为indirect类；也可能因为描述了具体的敷设方法和限制条件，强调了“不得跨越电气设备和阻碍通道”的方法要求，被归类为method类。
当受弯构件粘贴的多层纤维织物允许截断时，相邻两层纤维织物宜按内短外长的原则分层截断；外层纤维织物的截断点宜越过内层截断点200mm以上，并应在截断点加设U形箍。,indirect,method,indirect,正确,该规范可能因为需要对从BIM模型中直接获得的信息进行一系列推导和计算而被分为indirect类；也可能因为明确提出了具体的施工方法和步骤，即“宜按内短外长的原则分层截断”和“应在截断点加设U形箍”，而被分为method类。
上部车场轨道线路的高、低道最大高差不宜大于0．6m。,indirect,direct,indirect,正确,该规范可能因为“上部车场轨道线路”和“高、低道”等字眼暗示需要通过一系列计算或推导来确定具体的最大高差值而被分为indirect类；也可能因为“最大高差值”对应BIM模型中可直接检查的具体数值限制被分为direct类。
站内气瓶组的总储气容积应按1．5倍计算月平均日供气最确定。,indirect,direct,indirect,正确,该规范可能因为需要通过一系列推导和计算来确定站内气瓶组的总储气容积而被分为indirect类；也可能因为“站内气瓶组的总储气容积”这样的具体构件或属性对应BIM模型中可直接检查的具体功能属性而被分为direct类。
冷水循环泵不应少于21台，不宜设备用泵，热水循环泵不应少于10台，宜设备用泵。,indirect,direct,indirect,正确,该规范可能因为涉及具体的设备数量要求而被分为indirect类；也可能因为涉及设备信息相关的BIM模型检查而被分为direct类。
紫外线照射渠不宜少于2条。,indirect,direct,indirect,正确,该规范可能因为需要通过一系列推导和计算来准备关于紫外线照射渠的信息而被分为indirect类；也可能因为“紫外线照射渠”这一具体构件或属性可以在BIM中直接检查其存在而被分为direct类。
室外地面的混凝土垫层宜设伸缝，间距宜为51m，缝宽宜为12mm～15mm，缝内应填耐候弹性密封材料，沿缝两侧的混凝土边缘应局部加强。,indirect,method,indirect,正确,该规范可能因为“间距宜为51m，缝宽宜为12mm～15mm”等涉及多个实体或规范中有具体数字（0-9）且数量大于1个的计算而被分为indirect类；也可能因为描述了具体的施工措施和方法，如设置伸缝和填充耐候弹性密封材料，而被分为method类。
当司机室采用空调时，新风量不宜少于人均30m³／h。,indirect,method,indirect,正确,该规范可能因为涉及对新风量的具体数值要求，需要通过BIM模型中的多个实体进行推导计算而被分为indirect类；也可能因为包含了“不宜少于人均30m³／h”的具体要求，类似于规定应采取某种措施的方式，而被分为method类。
必要时，对于次要负荷且线路长度小于15m的，绝缘电线可采用穿金属导管敷设，但应采用壁厚不小于2mm的钢导管并采取可靠的防水、防腐蚀措施。,method,indirect,indirect,正确,该规范可能因为“应采用措施”等字眼暗示具体方法而被分为method类；也可能因为“穿金属导管敷设”等字眼涉及到多个实体或多个具体数字而被分为indirect类。
当装有取水接口时，中水管道上必须采取严格的误饮、误用的防护措施。,method,direct,method,正确,该规范可能因为“中水管道”等字眼暗示了具体的管道结构和设计，而被分为method类；也可能因为“严格的误饮、误用的防护措施”对应BIM模型中可直接检查的具体功能属性被分为direct类。
5 三相泡沫输送管路以及采空区预埋管路的直径不应小于108mm，采空区预埋管路应采取防堵塞措施。,method,indirect,method,正确,该规范可能因为“采空区预埋管路应采取防堵塞措施”对应BIM模型中可直接检查的具体功能属性被分为method类，也可能因为包含了“直径不应小于108mm”这样的具体数值要求，且需要间接推导和计算管路直径以满足规范，从而被分为indirect类。
抽气管道不应有液袋，其敷设坡度不应小于0．3％，并应有防冻、排液措施。,method,indirect,method,正确,该规范可能因为“抽气管道”等字眼暗示了需要特定的处理方法而被分为method类；也可能因为涉及到“不应小于”的限制性要求需要通过计算和推导来确定而被分为indirect类。
空气调节和通风系统应采取过滤、消声、隔声和减振措施。,method,direct,method,正确,该规范可能因为具体提到“过滤、消声、隔声和减振措施”这些具体的技术措施而被分为direct类；也可能因为“采取”这样的字眼暗示这是一个方法或措施指南而被分为method类。
当必须设门时，变配电所应采取正压或化学过滤等防腐蚀措施。,method,indirect,method,正确,该规范可能因为“变配电所”这样的具体设备名称暗示了具体的设计或配置要求而被分为method类；也可能因为该规范需要对变配电所设置具体的防腐蚀措施，涉及到具体数值或条件判断从而需要间接推导和计算，而被分为indirect类。
当计算护脚埋深较大时，可采取减小护脚埋深的防护措施。,method,direct,method,正确,该规范可能因为“计算护脚埋深较大时”这句话暗示需要进行计算或推导，可能被分为method类；也可能因为“减小护脚埋深的防护措施”这句话对应BIM模型中可直接检查的具体功能属性被分为direct类。
位于炎热地区的配变电所，屋面应有隔热措施。,method,general,method,正确,该规范可能因为“屋面”“隔热措施”等字眼暗示需要具体的实施措施而被分为method类；也可能因为“位于炎热地区”“应有隔热措施”等字眼暗示需要对设计过程提供宏观指导被分为general类。
综合布线区域内存在的电磁干扰场强高于3V／m时，宜采用屏蔽布线系统进行防护。,method,direct,method,正确,该规范可能因为涉及到具体的电磁干扰场强和屏蔽布线系统的措施被分为method类，也可能因为“宜采用”这种语言被分为direct类。
蒸汽管道、蒸汽冷凝水管道以及高于50℃的热水管道应保温，北方地区室外的给水管道应采取防冻措施。,method,indirect,method,正确,该规范可能因为“保温”和“防冻措施”等字眼暗示具体的方法或措施而被分为method类；也可能因为需要结合具体温度条件和环境条件进行判断和实施保温和防冻措施，涉及到多步骤的推理和条件判断而被分为indirect类。
配管配线应符合下列规定：1 配管、配线设计，有火灾及爆炸危险、灰尘、腐蚀、高温、潮湿、振动、静电、雷击及电磁场干扰环境，应采取防护措施。,general,direct,method,错误,该规范可能因为“应符合下列规定”这样的表述暗示一般性的要求而被分为general类；也可能因为“火灾及爆炸危险、灰尘、腐蚀、高温、潮湿、振动、静电、雷击及电磁场干扰环境”等条件需要对从BIM模型中直接获得而被分为direct类。
3 缆式感温探测器宜采用直接接触安装方式。,others,method,method,正确,该规范可能因为“感温探测器”等字眼暗示施工或维护场景而被分为others类；也可能因为“宜采用安装方式”这种具体方式被分为method类。
当采用40mm及以上厚度的钢板焊接时，所有杆塔结构的钢材均应采取防止钢材层状撕裂的措施。,method,indirect,method,正确,该规范可能因为“钢材”“防止钢材层状撕裂”的具体属性和措施对应BIM模型中可直接检查的具体功能属性被分为method类；也可能因为涉及到“40mm及以上厚度的钢板焊接”这样的具体技术参数和条件，需从BIM模型中提取相关信息并进行推导和计算以验证是否符合要求，因此被分为indirect类。
12 洁净室的排风系统应设置防止室外气流倒灌的措施。,method,indirect,method,正确,该规范可能因为“应设置防止室外气流倒灌的措施”这样的具体措施被分为method类；也可能因为“排风系统”等字眼暗示需要对BIM模型进行一系列推导和计算，以准备此类条款所需的信息被分为indirect类。
坝体巾孔、底孔宜采取防止冷空气侵入的措施。,method,indirect,method,正确,该规范可能因为涉及到具体的方法或措施被分为method类，也可能因为涉及到具体的措施实施细节，需要从BIM模型中获取多方面的信息进行推导和计算，从而被归为indirect类。
不设置地脚螺栓的非桩基储罐基础可不进行抗震验算，但应符合相应的抗震措施要求。,method,general,method,正确,该规范可能因为包含了“应符合相应的抗震措施要求”这样的措辞，暗示了一种方法或措施的应用而被分为method类；也可能因为“不设置地脚螺栓的非桩基储罐基础可不进行抗震验算”这样的宏观指导性建议而被分为general类。
输煤栈桥和其他建筑物连接处应设防止火灾蔓延的保护措施。,method,indirect,method,正确,该规范可能因为提到了“应设防止火灾蔓延的保护措施”，强调了应该采取某种具体的措施，从而被归类为method类；也可能因为涉及到输煤栈桥和其他建筑物连接处的具体防火措施，需要通过多个实体之间的关系进行推导和计算，从而被归类为indirect类。
位于寒冷地区的污水处理构筑物，应有保温防冻措施。,method,others,method,正确,该规范可能因为“污水处理构筑物”等字眼暗示需要根据具体的设计和环境条件来确定保温防冻措施而被分为method类；也可能因为涉及“寒冷地区”和“污水处理构筑物”特定环境下的保温防冻要求，暗示了施工或维护场景而被归为others类。
5 沿外墙架空敷设的给水管应根据当地气象条件采取防冻措施。,method,direct,method,正确,该规范可能因为涉及到“根据当地气象条件采取防冻措施”的具体计算或推导而被分为method类；也可能因为“沿外墙架空敷设的给水管”对应BIM模型中可直接检查的具体构件或属性被分为direct类。
否则应采用降排水、换填、设置保温层或隔断层等措施。,method,indirect,method,正确,该规范可能因为“否则应采用”这样的词语表明了具体的措施或方法而被分为method类；也可能因为需要评估多种措施的效果，涉及到多个步骤和推导，符合间接条款的定义而被分为indirect类。
有积水的管沟，宜排净水后回填，否则应采取防止回填作业造成管道位移的措施。,method,others,method,正确,该规范可能因为提到“采取措施”被归类为method类；也可能因为涉及到具体的施工或维护操作如“排净水后回填”和“防止回填作业造成管道位移”被归类为others类。
