title,text,predict_label,true_label,result,reason
Employee Injured While Operating Unisul Spraying Machine,On november 12 2002 six employees were spraying a fire retardant onto steel columns and beams at a jobsite. During this operation two machines were in use which required three persons each to operate it. On one of the machines one employee served as a foreman one sprayed the retardant and one dumped the material into the unisul spraying machine (employee #1). Employee #1 was in the process of dumping the fire retardant material into the hopper of the unisul machine when the machine jammed. He tried to correct the jam by pushing some of the material down towards the auger. His arm became caught by the tines which feeds material into the auger. An electrician noticed employee #1 yelling for help and immediately cut the electrical power to the machine. Emergency services were contacted and employee #1 was transported to the hospital. He was hospitalized and treated for a puncture wound to his forearm. The machine did not have a point of contact guarded which would have kept any of his body parts from coming in contact with the augers in the hopper during the operation cycle.,caught in/between objects,caught in/between objects,正确,"The injury occurred when the employee’s arm became entangled in the machine’s tines during an attempt to clear a jam. This aligns with ""caught in/between objects,"" which involves direct entrapment by machinery components (e.g., augers, tines), as seen in the category’s similar samples. While the tines were moving, the first uncontrolled action was the entrapment itself, not an external object striking the victim. ""Struck by moving objects"" typically involves impacts from detached or propelled objects (e.g., flying abrasive disks), which is inconsistent with this scenario."
Employee Killed When Caught Between Steel Beam And Console,At approximately 1:50 p.m. on july 31 2001 employee #1 was working alone in the personnel platform of an extensible and articulating boom lift that is an aerial lift. Employee #1 was killed when his neck was caught between the bottom of an outside flange of an overhead steel beam and the platform control console. An investigation revealed that the aerial lift was used in an area where there was a low overhead clearance and that the aerial lift turntable was driven in a position which was contrary to the manufacturer's instructions. It appeared that employee #1 drove the equipment with the boom positioned over the equipment front steering wheels instead of over the equipment rear axle and driving wheels causing the controls to propel the equipment in the opposite direction than intended.,caught in/between objects,caught in/between objects,正确,"The accident’s first uncontrolled action was the improper positioning of the aerial lift, which caused the employee’s neck to be trapped between the stationary steel beam and the console. While the lift’s movement contributed, the injury mechanism directly aligns with ""caught in/between objects"" (entrapment between two surfaces) rather than a dynamic impact from a moving object. The similar samples for ""caught in/between"" involve pinning between structures due to equipment misoperation, whereas ""struck by moving objects"" samples emphasize direct collisions with moving parts (e.g., swinging booms). Here, the victim was crushed by static objects due to positional failure, not struck by a freely moving component."
Employee Killed When Head Strikes Tractor'S Protective Cage,At approximately 2:00 p.m. on december 21 1995 employee #1 was clearing brush from around a water settlement pond. To stabilize himself he tied a rope around himself while a coworker held the other end. A tractor with a bush hog was mowing grass in the area. The loose end of the rope became wrapped around the bush hog. The rope was pulled from the coworker's grip and pulled employee #1 into the tractor's protective cage. Employee #1 died of head injuries.,caught in/between objects,caught in/between objects,正确,"The first uncontrolled action was the rope becoming entangled in the bush hog��s moving parts, which directly caused the employee to be pulled into the tractor��s cage. While the cage itself is part of moving machinery, the fatal injury mechanism involved being trapped between the rope��s force and the cage, consistent with ""caught in/between"" (entrapment by interacting forces). The ""struck by moving objects"" category implies direct impact from a projectile or freely moving object, whereas this scenario centers on entanglement and compression between objects."
Employee'S Body Is Caught In Asphalt Machine  Dies,On november 27 2012 employee #1 was operating an asphalt-pulverizing machine. The employee's work clothing zipper was caught in the asphalt-pulverizing machine pulling his body into the squeeze point action of the machine. Employee #1 was amputated from the abdominal point of his body. The employee was pronounced dead at the scene.,caught in/between objects,caught in/between objects,正确,"The accident’s first uncontrolled action was the employee’s clothing becoming entangled in the machine’s moving parts, directly trapping him in a pinch point. This aligns with ""caught in/between objects"" (defined by entrapment between objects/machine components) rather than ""struck by moving objects"" (defined by impact from a projectile or independently moving object). The similarity to Category 2’s sample 2 (jeans caught on rotating core) reinforces this classification, as both involve dynamic entrapment by machinery, not a detached object striking the victim."
Employee Is Pinned Between Truck And Trailer  Dies,At approximately 7:00 a.m. on november 27 2912 employee #1 was delivering pipes for a water line installation. The employee was working alone and parked the trailer truck. Employee #1 unhooked the trailer from the truck and the trailer rolled forward. The employee was pinned between the truck and the trailer. A coworker realized the employee#1 had not returned and went to look for him. The coworker found employee #1 caught between the truck and trailer. Another coworker called emergency medical services and employee #1 was transported to a trauma unit where he was pronounced dead.,caught in/between objects,caught in/between objects,正确,"The accident occurred due to the employee being pinned between the truck and the trailer after the trailer rolled forward unintentionally. This aligns with the ""caught in/between objects"" definition, which emphasizes entrapment between objects (even if one is moving). The trailer’s motion created a pinch point, directly mirroring similar samples in this category (e.g., workers crushed between machinery or vehicles). While the trailer’s movement could suggest ""struck by moving objects,"" the critical factor is the entrapment scenario, not an independent moving object striking the victim. The first uncontrolled action was the trailer’s unintended forward motion, leading to the fatal pinning."
Employee'S Toe Injured By Falling Compactor,At approximately 8:10 a.m. on december 12 1991 employee #1 of santa maria electric inc. was operating a walk-behind sheep foot compactor. When he was lowering it into a trench that was about 3 ft wide by 2 ft deep the bumper fell down against the dirt bank catching employee #1's big toe between the bumper and the dirt bank. His toe suffered a chipped bone injury. Employee #1 was wearing regular work boots not hard toe shoes or any other foot protection.,caught in/between objects,caught in/between objects,正确,"The first uncontrolled action was the compactor��s bumper unexpectedly falling during operation, which created a pinch point between the bumper and the dirt bank. While ""collapse of object"" might superficially apply due to the ""falling"" descriptor, the bumper��s movement was a mechanical operation failure, not structural collapse (e.g., no trench instability or equipment structural failure occurred). The injury directly resulted from the worker��s toe being caught between two objects (bumper and dirt bank), aligning with the ""caught in/between objects"" definition. The ""collapse of object"" samples involve structural failures (e.g., trench cave-ins, equipment rollovers), whereas this incident reflects a localized equipment interaction hazard."
Employee'S Arm Is Amputated In Concrete Truck Mixer,On january 13 2005 employee #1 a concrete truck driver arrived at a job site to pour footing concrete into an on-site concrete pump. After realizing that the concrete was too muddy he climbed the ladder and added 50 pounds of lime to dry out the concrete mix. Employee #1 allowed the concrete mixer to run for approximately 15 minutes checked the concrete and again determined the concrete was too muddy. He climbed back up the ladder and added the contents of a 90-pound bag of cement into the upper hopper. While pouring cement the bag slipped out of his hand. When he quickly reached for it his right jacket arm became caught in the hopper causing his arm to be pulled in. Employee #1 was hospitalized for an arm amputation at the elbow.,caught in/between objects,caught in/between objects,正确,"The injury occurred when the employee’s arm became entangled in the hopper’s moving machinery, directly aligning with the ""caught in/between objects"" definition of body parts being trapped between components. The hopper’s motion caused entrapment, not an external object striking the victim. This matches the category’s focus on mechanical entrapment (e.g., fingers pinched by concrete lids or pipes) rather than impacts from freely moving objects. The first uncontrolled action was the arm being pulled into the hopper, consistent with ""caught in/between"" cases, not a projectile-like strike."
Employee Is Killed When Struck By Collapsing Wall,On april 30 2008 employee #1 was using a sludge hammer to knock down a 9-ft high cinder block asbestos wall. He struck the wall near the bottom causing the wall to collapse on him. Employee #1 was killed. He did not use scaffolding to access the upper parts of the wall first.,collapse of object,collapse of object,正确,"The wall collapsed due to structural failure initiated by the worker’s action (striking the base), aligning with ""collapse of object"" definitions where structural integrity loss directly causes the accident. While the wall fell, the primary cause was the wall’s structural collapse (triggered by demolition), not an independent falling object. The similar ""collapse of object"" samples involve structural failures (e.g., unsupported archway, scaffold collapse), whereas ""struck by falling object"" samples involve detached objects (e.g., pipes, steel columns). Here, the wall itself structurally failed as a whole, making it distinct from an object merely falling from height."
One Employee Killed One Injured In Fall From Elevation,Employee #1 was on a column preparing to connect a beam. Employee #2 was positioning a man-lift to connect the other end of the beam to another column. The man-lift hit one of the supports holding the column and the column fell with employee #1 on it. Employee #1 was killed and employee #2 suffered a concussion but was not hospitalized.,collapse of object,collapse of object,正确,"The column fell due to the man-lift hitting its support, which constitutes structural instability or failure of the support system. While the immediate trigger was an external force (man-lift impact), the collapse of the column itself��a structural component��initiated the accident sequence. This aligns with the ""collapse of object"" definition (structural failure as the root cause) and its similar cases (e.g., columns collapsing due to wind or platforms tipping). The ""struck by falling object"" category applies to objects falling independently without structural failure (e.g., unsteady beams or tipped stacks), which is secondary here."
Employee Is Killed In Trench Cave,On january 22 2008 an employee working for christopher hauswald fell into a 3 ft wide 15 ft deep trench. Moments afterwards the trench caved in on him. The employee died at the scene. No other details were provided in the narrative.%09,collapse of object,collapse of object,正确,"The first uncontrolled or unintended action was the structural failure of the trench (cave-in), which directly caused the fatal entrapment. While the employee initially fell into the trench, the narrative does not attribute this fall to an uncontrolled slip, trip, or loss of balance (as in ""falls"" samples). Instead, the trench’s collapse (structural failure) is the initiating event leading to the fatality, aligning with the ""collapse of object"" definition and its similar cases."
Worker Standing On Raised Plywood Falls  Sustains Injuries,On march 8 2013 an employee of hanover builders was engaged in exterior carpentry work at a residential construction site. He was standing on a sheet of plywood on joists in order to spread a stack of plywood placed next to him. The employee fell approximately 11 feet. He was transported to the hospital where he was admitted and treated for two fractured discs and fractured ribs. The employer was a framing contractor in business for 25 years. This work-related injury was reported to cal/osha on march 22 2013. The investigation determined that the joists did not brace and securely support the load that is the employee plus the stack of plywood.,collapse of object,collapse of object,正确,"The investigation explicitly attributes the accident to the joists�� structural failure to support the combined load (employee + plywood), which constitutes the first uncontrolled action. While the fall itself is a consequence, the initiating event aligns with ""collapse of object"" due to the structural failure of the joists. This matches the ""collapse of object"" samples where structural instability (e.g., unsecured joists, broken banding) directly triggered falls, unlike ""falls"" samples where the fall occurred without preceding structural collapse."
One Employees Is Injured When Boring Machine Overturns,On june 14 2012 employee #1 was working for payne mcginn and cummins inc. as operator of a boring machine. Employee # 1 was a member of a five man construction crew which included two employees employee #1 the boring operator and a laborer. Employee #1 was boring several feet under a petroleum line installing a new 20 in. Ductile iron pipe water line for the community they were working in. The excavation was about 15 feet deep 30 to 35 feet long and 12 to 15 feet wide. Employee #1 was positioned on a platform on the right side of a machine of a large horizontal mclaughlin boring 30-36 weighing approximately 5 900 pounds. Employee #1 finished boring 40 feet through the ground and was backing the machine up the machine rolled and lifted up off its 30 foot long track to the right crushing the operator while he was still at the controls. The laborer was in the excavation site he ran over to the operator when he saw the machine lifted up. The rear part of the machine caught the laborer's leg breaking it. The cause of the accident was the machine lifting off of the tracks and crushing the operator and injuring the laborer.,struck by moving objects,collapse of object,错误,"The first uncontrolled action was the boring machine dynamically rolling/lifting off its track during operation, causing it to strike the operator and laborer. While the machine’s movement involved vertical displacement, it was not a free-falling object under gravity but rather a machine shifting position during motion. This aligns with ""struck by moving objects,"" which covers impacts from uncontrolled machine motion (e.g., rotating machinery parts or shifting equipment), as demonstrated in the category’s similar samples. The structural failure principle (""collapse of object"") does not apply here, and the machine’s motion itself—not a detached falling object—was the initiating event."
Employee Suffered Face Injury From A Broken Cable,On february 25 2002 a crane operator suffered a face injury when a cable broke. Emergency response was contacted but employee #1 was not taken to the hospital.,struck by falling object,collapse of object,错误,"The cable breaking represents a mechanical failure (not structural collapse of a fixed object), causing the cable or associated component (e.g., crane boom) to fall freely. This aligns with the ""struck by falling object"" category, as seen in similar cases where snapped cables or detached parts strike workers. The accident’s initiating event was the cable’s failure, not a structural collapse (e.g., crane overturning or structural disintegration)."
Employee Injured When Crane Tipped,On april 23 2001 employee #1 was installing concrete traffic barriers on an interstate highway. Employee #1 was in the process of moving and setting k-rails and was operating a national crane model n-135. The k-rail was 20-ft long and weighed approximately 8 000 pounds. Employee #1 attempted to drag the k-rail closer to the crane and then attempted to lift it without the crane outriggers being fully deployed. This action resulted in overloading the crane and as a result the crane tipped. A portion of the truck-mounted crane's lighting system trapped employee #1 between the k-rail and the truck mounted crane. Employee #1 suffered a fracture pelvis lacerated bladder and trauma to the scrotum area. Employee #1 was hospitalized.,collapse of object,collapse of object,正确,"The first uncontrolled action was the crane tipping due to improper deployment of outriggers, which constitutes a structural failure (overloading leading to loss of stability). This aligns with ""collapse of object"" definitions (e.g., crane tipping in sample 2 of that category). While the employee was ultimately trapped between objects, this was a secondary consequence of the initial structural failure. The ""first occurrence"" principle prioritizes the crane’s collapse as the root cause."
Employee Falls Through Floor  Fractures Wrist And Vertebra,At approximately 12:30 p.m. on june 12 2008 employee #1 was pouring concrete to make stairs on the side of the house being remodeled. Employee #1 walked across the second floor of the house through the framing of the wall and stepped on a plywood sheet that collapsed. Employee #1 said he went through the framing and stood on the plywood surface to see if the concrete vibrator was plugged into a spider box located at a lower level. The joists as well as other supports (concrete supports) were removed by the carpenters the morning of the accident due to the demolition project. The carpenters were going to renail the plywood onto new joists. The wood framing employee #1 walked through did not have any openings 18 in. Or wider so it was not a wall opening that required a guardrail. Employee #1 was never told about the unsupported surface. However the project manager of the general contractor said employee #1 was told about the hazard before the injury. Employee #1 fell 9 ft to the ground when the unsupported surface collapsed. Employee #1 suffered a fractured left wrist stretched tendons in his left hand and a fractured and compressed l1 vertebra. Employee #1 was hospitalized for five days.,collapse of object,collapse of object,正确,"The accident began with the collapse of the plywood sheet due to the intentional removal of structural supports (joists and concrete) during demolition, which created an unsupported surface. This aligns with the ""collapse of object"" definition, as the failure originated from structural instability rather than a slip, trip, or unsecured temporary surface (which would fall under ""falls""). The first uncontrolled action was the structural collapse of the plywood, making ""collapse of object"" the correct classification."
Employee Is Injured In Aerial Lift Collapse,At approximately 10:45 a.m. on september 19 2009 employee #1 was operating an eagle 44 towable boom lift (serial number 17901) at an approximate height of 32 ft to remove signs located outside of a retail store. When the lower boom's hydraulic cylinder apparently failed the boom fell to the ground. Witnesses indicated that employee #1 was ejected from the basket and then restrained by his fall protection equipment. He was hospitalized at renown medical hospital for severe injuries to his face fractured ribs and a fractured vertebra.,collapse of object,collapse of object,正确,"The accident began with the structural failure of the hydraulic cylinder in the aerial lift, which directly caused the boom to collapse. This aligns with the ""collapse of object"" definition (structural failure as the initiating event). While the employee was struck by the falling boom, the primary uncontrolled action was the structural collapse itself, not an external falling object unrelated to structural failure. The ""struck by falling object"" category typically involves objects falling independently (e.g., tools, materials), not components collapsing due to structural failure of the equipment being used."
Employee Drowned When Bobcat Flips And Pins Him Underwater,At approximately 8:37 a.m. on february 12 2003 an employee of watson trucking and equipment rental was operating a bobcat at a construction site. The employee was removing debris from the back of a house that was under construction. The employee was in shallow water operating the bobcat. He was observed moving the bobcat bucket in and out of the water. It appears that he was attempting to clean the bucket when the employee tried to back up out of the water. He was unsuccessful. When he tried to move the bobcat to the left the bobcat flipped over in the deepest part of the canal. The bobcat slid down the embankment coming to rest in approximately 48 ft of water. The employee was pinned under the machine and subsequently drowned.,others,collapse of object,错误,"The first uncontrolled action was the Bobcat flipping due to unstable terrain, which directly led to the employee being pinned underwater. While the mechanism of being pinned resembles ""caught in/between objects,"" the fatal outcome (drowning) is explicitly classified under ""others."" The initial unintended action (flipping) triggered a chain of events culminating in drowning, which adheres to the principle of labeling the root consequence specified in ""others"" rather than the mechanical interaction."
Employee Is Killed When Struck By Falling Joists,On october 14 2012 employee #1 and other workers were installing structural steel joists and decking to the top of cmu block walls. The joists were not yet welded into place due to heavy rain earlier in the day. When a bundle of decking was placed on top of the joists they began to roll and bend. A supervisor then had a crane move the bundle to a location where another bundle of decking had already been placed on top of the unsecured joists. When the second bundle of decking was lowered to the unsecured joists they rolled and fell onto employee #1. He was killed.,collapse of object,collapse of object,正确,"The incident originated from structural instability caused by unsecured joists that were not yet welded, which failed under the added load of decking bundles. This sequence of structural failure (unsecured components leading to rolling/bending) directly triggered the collapse, aligning with the ""collapse of object"" definition. While the joists fell and struck the employee, the root cause was structural instability during assembly, not a freely falling object detached from a structural system."
Employee Is Struck By Wooden Post  Bruises Shoulder,On december 7 2006 employee #1 was working in a 4 ft deep excavation installing a sewage pump. Approximately 3 ft from the edge of the excavation was a 4-in. By 4-in. By 8-ft wooden post (clothes line pole) imbedded in concrete. The soil was moist. The unsupported post fell into the excavation striking the employee in the left shoulder. He sustained a bruised shoulder. Employee #1 was transported to a hospital and released that same day.,collapse of object,collapse of object,正确,"The wooden post, embedded in concrete as a structural element, fell due to soil instability (moisture and lack of support), constituting a structural failure of its foundation. This aligns with ""collapse of object,"" which prioritizes root causes involving structural failure (e.g., trench collapses, bridge column dislodgment). While the worker was struck by the falling post, this is a secondary effect, making ""struck by falling object"" less applicable."
