text,predicted_label1,predicted_label2,true_label,result,confusion_point
桥涵设计所采用的车辆荷载等级，宜根据厂矿道路性质、使用要求、车种和车型、将来的发展需要等确定。,general,method,general,正确,"该规范可能因为""宜根据厂矿道路性质、使用要求...等确定""的宏观指导特征被分为general类；也可能因为""所采用的车辆荷载等级...确定""包含具体选择方法的标准流程被分为method类"
听力测听室应做全浮筑房中房设计，且房间入口设置声闸；听力测听室的空调系统应设置消声器。,direct,method,general,错误,该规范可能因为“应设置消声器”“应做全浮筑房中房设计”等明确要求采取特定构造或设备（可直接检查是否存在）而被分为direct类；也可能因为“应做……设计”“应设置”等句式直接指向需采取的措施或方法（如消声器属于降噪措施）而被分为method类。
改、扩建工程应根据新的使用要求、新的火灾危险性特征及结构现状进行工程设计。,general,indirect,general,正确,"该规范可能因为""应根据新的使用要求、新的火灾危险性特征及结构现状""这类宏观指导性表述被分为general类；也可能因为""进行工程设计""隐含需要综合多因素推导的设计过程（如火灾危险性评估与结构现状分析的综合判断）被分为indirect类。"
建筑结构的各项质量控制要求应由有关标准作出规定。,general,others,general,正确,该规范可能因为“应由有关标准作出规定”属于宏观指导原则而被分为general类；也可能因为“质量控制要求”隐含施工过程需遵循的具体标准而被分为others类
设计应对堆载的范围、分布和允许的堆载量提出要求。,general,indirect,general,正确,"该规范可能因为""应对...提出要求""的宏观表述形式被分为general类；也可能因为""堆载的范围、分布和允许的堆载量""需要基于多参数推导计算的隐含要求被分为indirect类"
厕所、卫生间、盥洗室和浴室的位置应符合下列规定：1 厕所、卫生间、盥洗室和浴室应根据功能合理布置，位置选择应方便使用、相对隐蔽，并应避免所产生的气味、潮气、噪声等影响或干扰其他房间。,general,indirect,general,正确,"该规范可能因为""应符合下列规定""的宏观句式特征被分为general类；也可能因为""位置选择应方便使用、相对隐蔽""需要结合功能布局进行空间逻辑推导而被分为indirect类"
短期气田开发区块宜根据气田滚动开发情况，采用临时性或可拆装移动的建筑。,general,method,general,正确,"该规范可能因为""宜根据气田滚动开发情况""中的宏观条件指引被分为general类；也可能因为""采用临时性或可拆装移动的建筑""包含具体实施方法描述被分为method类"
框架结构应设计成双向梁柱刚接的抗侧力体系。,general,method,general,正确,"该规范可能因为""应设计成""的表述属于宏观结构体系要求而被分为general类；也可能因为""双向梁柱刚接的抗侧力体系""具体描述了结构连接方法措施而被分为method类"
3 泄压面积应按纺织工业企业有关防火标准的规定计算。,general,reference,general,正确,"该规范可能因为""应按...规定计算""的表述形式类似宏观指导原则而被分为general类；也可能因为""纺织工业企业有关防火标准""明确指向外部规范引用需求而被分为reference类"
变电站悬式绝缘子宜选用盘形瓷绝缘子，绝缘子串的片数应按爬电比距法计算、污耐压法校验，综合比较后确定。,general,indirect,general,正确,该规范可能因为“宜选用”“综合比较后确定”等表述暗示宏观设计原则而被分为general类；也可能因为“应按爬电比距法计算、污耐压法校验”包含需多步骤推导的计算验证流程被分为indirect类
为在建材矿山工程建设项目工程设计中，统一设计内容和深度，保证设计文件的质量和完整性，制定本标准。,general,others,general,正确,该规范可能因为“统一设计内容和深度”“保证设计文件的质量和完整性”等宏观指导性描述被分为general类；也可能因为“制定本标准”涉及设计文件完整性管理与others类中“文档应做到记录准确、及时更新”等文档管理要求存在语义关联而被分为others类
厂区围墙与厂区内建(构)筑之间的间距不宜小于5m，围墙两侧的建(构)筑物之间应满足相应的防火间距要求。,indirect,direct,indirect,正确,"该规范可能因为""应满足相应的防火间距要求""涉及规范引用推导而被分为indirect类；也可能因为""间距不宜小于5m""包含可直接验证的数值参数（5m）且未涉及多参数计算而被分为direct类"
通信塑料管道的埋设深度(管顶至路面)，在人行道下不应小于0．5m；在车行道下不应小于0．7m；与电车轨道交越(管顶至轨道底)不应小于1．00m；与铁道交越(管顶至轨道底)不应小于1．50m。,direct,indirect,indirect,正确,该规范可能因为“不应小于0．5m/0．7m/1．00m/1．50m”等具体数值被误认为BIM可直检查的量化指标而被分为direct类；也可能因涉及人行道/车行道/轨道等不同场景下需推导多组深度数值（超过2个具体数值且需条件判断）而被分为indirect类。
当无梁楼盖的跨度大于6m，或其相邻跨度不等时，冲切荷载设计值应取按等效静荷载和静荷载共同作用下求得冲切荷载的1.1倍；当无梁楼盖的相邻跨度不等，且长短跨之比超过4:3，或柱两侧节点不平衡弯矩与冲切荷载设计值之比超过0.05(c＋h0)（c为柱边长或柱帽边长）时，应增设箍筋。,indirect,method,indirect,正确,"该规范可能因为""冲切荷载设计值应取...1.1倍""和""比值超过0.05(c＋h0)""中包含多参数计算过程被分为indirect类；也可能因为""应增设箍筋""中明确要求采取具体构造措施而被分为method类"
管孔数大于12孔(孔径48mm)或7孔(孔径31mm或55mm)时，进局管道宜修建电缆通道。,indirect,method,indirect,正确,该规范可能因为“管孔数大于12孔(孔径48mm)或7孔(孔径31mm或55mm)”涉及多参数组合判断被分为indirect类；也可能因为“宜修建电缆通道”中的建议性措施描述被分为method类。
制冷机冷负荷备用系数可取1．10～1．20，制冷设备数量不宜少于2台。,indirect,direct,indirect,正确,"该规范可能因为""备用系数1.10～1.20""需要结合制冷系统参数计算而被分为indirect类；也可能因为""制冷设备数量不宜少于2台""存在可直接检查的明确数值阈值（2台）而被分为direct类"
但常(负)压燃油 、燃气锅炉房可设置在地下二层 ，当常(负)压燃气锅炉距安全出口的距离大于6m时，可设置在屋顶上 。,indirect,direct,indirect,正确,"该规范可能因为""距安全出口的距离大于6m""中的距离条件涉及空间关系推导而被分为indirect类；也可能因为""可设置在地下二层""""可设置在屋顶上""包含可直接验证的明确位置参数（地下二层/屋顶）和具体数值（6m）而被分为direct类"
座椅扶手中距，硬椅不应小于0．50m，软椅不应小于0．55m。,indirect,direct,indirect,正确,"该规范可能因为""不应小于0．50m""""不应小于0．55m""包含多个需模型验证的数值条件而被分为indirect类；也可能因为""座椅扶手中距""直接对应BIM模型中可测量的空间尺寸属性（硬椅/软椅类型参数+间距数值）而被分为direct类"
某个罐组的专用隔油池需要布置在该罐组防火堤内，其容量不应大于150m³，与储罐的距离可不受限制。,indirect,direct,indirect,正确,"该规范可能因为""容量不应大于150m³""需结合防火堤布置进行容量推导而被分为indirect类；也可能因为""150m³""是可直接在BIM模型中验证的数值型参数而被分为direct类"
纵向接缝的间距应按路面宽度在3．0m～4．5m范围内确定，不宜设置在轮迹带上。,indirect,direct,indirect,正确,"该规范可能因为""应按路面宽度在3．0m～4．5m范围内确定""包含需要根据变量（路面宽度）进行参数推导的过程而被分为indirect类；也可能因为""3．0m～4．5m""提供可直接检查的数值范围且未涉及复杂计算而被分为direct类"
必要时，对于次要负荷且线路长度小于8m的，绝缘电线可采用穿金属导管敷设，但应采用壁厚不小于6mm的钢导管并采取可靠的防水、防腐蚀措施。,method,indirect,indirect,正确,该规范可能因为“应采用壁厚不小于6mm的钢导管并采取可靠的防水、防腐蚀措施”这类具体措施描述而被分为method类；也可能因为“线路长度小于8m”和“壁厚不小于6mm”涉及多个具体数值条件且需要综合判定敷设参数（次要负荷+长度+材质+防护措施），符合indirect类需通过BIM信息推导计算的特性。
电缆隧道两端均应设通往地面的安全出口；当其长度超过100m时，安全出口的间距不应超过75m。,indirect,direct,indirect,正确,"该规范可能因为""超过100m时，安全出口的间距不应超过75m""中的长度条件触发计算逻辑而被分为indirect类；也可能因为""两端应设安全出口""及""75m间距""包含可直接验证的数值型存在性要求而被分为direct类"
铁皮沟流槽的转弯半径不宜小于流槽宽度的3倍。,indirect,direct,indirect,正确,"该规范可能因为""不宜小于流槽宽度的3倍""包含需通过流槽宽度参数推导计算的比值关系而被分为indirect类；也可能因为""3倍""作为明确的数值限制且不涉及多参数计算（仅单系数比较）而被分为direct类"
钢筋的直径，非抗震设计和抗震设计三、四级时，不应小于12mm；抗震设计一、二级时，不应小于14mm，且分别不应少于框架梁两端顶面和底面纵向受力钢筋中较大截面面积的1／4。,indirect,direct,indirect,正确,"该规范可能因为""不应小于12mm/14mm""等具体数值指标符合direct类直接验证特征而被分为direct类；也可能因为""不应少于...较大截面面积的1／4""涉及多参数比较和计算推导而被分为indirect类"
若架空敷设时，泵房内地面敷设管道时不得跨越电气设备和阻碍通道，通行处的管底距地面不宜小于9．4m。,indirect,method,indirect,正确,"该规范可能因为""不宜小于9．4m""包含需通过设计计算确定的参数而被分为indirect类；也可能因为""不得跨越电气设备和阻碍通道""中包含具体敷设措施要求而被分为method类"
当受弯构件粘贴的多层纤维织物允许截断时，相邻两层纤维织物宜按内短外长的原则分层截断；外层纤维织物的截断点宜越过内层截断点200mm以上，并应在截断点加设U形箍。,indirect,method,indirect,正确,"该规范可能因为""宜按内短外长的原则分层截断""""加设U形箍""等具体施工操作方法描述被分为method类；也可能因为""200mm以上""的数值参数需要结合多层纤维织物截断位置计算被分为indirect类"
上部车场轨道线路的高、低道最大高差不宜大于0．6m。,indirect,direct,indirect,正确,"该规范可能因为""最大高差不宜大于0．6m""中包含需计算验证的限值要求而被分为indirect类；也可能因为""0．6m""是可直接在BIM模型中检查的单一数值型参数而被分为direct类"
站内气瓶组的总储气容积应按1．5倍计算月平均日供气最确定。,indirect,method,indirect,正确,该规范可能因为“应按1．5倍计算”包含具体计算系数被分为indirect类；也可能因为“应按...确定”的句式表述计算方法要求被分为method类
冷水循环泵不应少于21台，不宜设备用泵，热水循环泵不应少于10台，宜设备用泵。,indirect,direct,indirect,正确,"该规范可能因为包含""不应少于21台""和""不应少于10台""的复合数值要求而被分为indirect类；也可能因为每个数值均为独立存在性检查（冷水泵/热水泵数量直接验证）且无计算推导过程而被分为direct类"
紫外线照射渠不宜少于2条。,indirect,method,indirect,正确,"该规范可能因为""不宜少于2条""中的数值要求需通过计算验证而被分为indirect类；也可能因为""不宜""作为措施建议词（类比method类样本""输水干管不宜少于两条""）被分为method类"
室外地面的混凝土垫层宜设伸缝，间距宜为51m，缝宽宜为12mm～15mm，缝内应填耐候弹性密封材料，沿缝两侧的混凝土边缘应局部加强。,indirect,method,indirect,正确,"该规范可能因为""间距宜为51m，缝宽宜为12mm～15mm""包含需计算验证的多个参数而被分为indirect类；也可能因为""宜设伸缝""""应填耐候弹性密封材料""中连续出现措施性动词（设/填）和工艺要求而被分为method类"
当司机室采用空调时，新风量不宜少于人均30m³／h。,indirect,direct,indirect,正确,"该规范可能因为""人均30m³／h""包含需结合人员数量计算的推导过程而被分为indirect类；也可能因为""不宜少于30m³／h""中明确的单值量化指标可直接在BIM模型中验证而被分为direct类"
必要时，对于次要负荷且线路长度小于15m的，绝缘电线可采用穿金属导管敷设，但应采用壁厚不小于2mm的钢导管并采取可靠的防水、防腐蚀措施。,method,indirect,indirect,正确,该规范可能因为“采用穿金属导管敷设”“采取防水、防腐蚀措施”等明确施工方法描述被分为method类；也可能因为“线路长度小于15m”“壁厚不小于2mm”涉及多个具体数值条件且需要综合判定敷设参数（次要负荷+长度+材质+防护措施），符合indirect类需通过BIM信息推导计算的特性。
当装有取水接口时，中水管道上必须采取严格的误饮、误用的防护措施。,method,others,method,正确,"该规范可能因为""必须采取严格的误饮、误用的防护措施""中的强制措施描述被分为method类；也可能因为""中水管道上""涉及施工阶段的安全防护要求而被分为others类"
5 三相泡沫输送管路以及采空区预埋管路的直径不应小于108mm，采空区预埋管路应采取防堵塞措施。,method,direct,method,正确,"该规范可能因为""应采取防堵塞措施""中的措施描述被分为method类；也可能因为""直径不应小于108mm""这一可直接在BIM模型中验证的明确数值要求被分为direct类"
抽气管道不应有液袋，其敷设坡度不应小于0．3％，并应有防冻、排液措施。,method,direct,method,正确,"该规范可能因为""应有防冻、排液措施""中的措施描述被分为method类；也可能因为""敷设坡度不应小于0.3%""和""不应有液袋""对应BIM模型中可直接检查的数值要求与存在性属性被分为direct类"
空气调节和通风系统应采取过滤、消声、隔声和减振措施。,method,others,method,正确,"该规范可能因为""应采取过滤、消声、隔声和减振措施""中的强制措施描述被分为method类；也可能因为""过滤、消声、隔声和减振""涉及施工阶段的具体操作要求而被分为others类"
当必须设门时，变配电所应采取正压或化学过滤等防腐蚀措施。,method,others,method,正确,该规范可能因为“应采取正压或化学过滤等防腐蚀措施”中的措施动词描述被分为method类；也可能因为“防腐蚀措施”涉及施工维护阶段的具体实施要求而被分为others类
当计算护脚埋深较大时，可采取减小护脚埋深的防护措施。,method,indirect,method,正确,"该规范可能因为""可采取减小护脚埋深的防护措施""中的措施描述被分为method类；也可能因为""当计算护脚埋深较大时""包含需要先进行埋深计算才能确定防护措施的推导逻辑被分为indirect类"
位于炎热地区的配变电所，屋面应有隔热措施。,method,direct,method,正确,该规范可能因为“应有隔热措施”中的措施描述被分为method类；也可能因为“隔热措施”对应BIM模型中可直接检查的实体属性（如隔热层设置状态）被分为direct类
综合布线区域内存在的电磁干扰场强高于3V／m时，宜采用屏蔽布线系统进行防护。,method,indirect,method,正确,"该规范可能因为""宜采用屏蔽布线系统进行防护""中的措施建议被分为method类；也可能因为""电磁干扰场强高于3V/m""包含需判断的阈值条件及潜在计算需求被分为indirect类"
蒸汽管道、蒸汽冷凝水管道以及高于50℃的热水管道应保温，北方地区室外的给水管道应采取防冻措施。,method,others,method,正确,该规范可能因为“应采取防冻措施”中的措施描述被分为method类；也可能因为“应保温”“防冻措施”涉及施工阶段的实施要求而被分为others类
配管配线应符合下列规定：1 配管、配线设计，有火灾及爆炸危险、灰尘、腐蚀、高温、潮湿、振动、静电、雷击及电磁场干扰环境，应采取防护措施。,general,method,method,正确,该规范可能因为“配管配线应符合下列规定”的表述形式具有宏观指导性而被分为general类；也可能因为“应采取防护措施”明确规定了具体防护方法并包含“应采取”的典型method类句式特征而被分为method类。
3 缆式感温探测器宜采用直接接触安装方式。,others,method,method,正确,该规范可能因为“安装方式”涉及施工场景的具体操作而被分为others类；也可能因为“宜采用直接接触安装方式”明确规定了安装措施方法，符合method类对具体措施或方法的定义而被分为method类。
当采用40mm及以上厚度的钢板焊接时，所有杆塔结构的钢材均应采取防止钢材层状撕裂的措施。,method,others,method,正确,该规范可能因为“应采取防止钢材层状撕裂的措施”中的措施性描述被分为method类；也可能因为“当采用40mm及以上厚度的钢板焊接时”涉及具体施工工艺条件而被分为others类
12 洁净室的排风系统应设置防止室外气流倒灌的措施。,method,direct,method,正确,"该规范可能因为""应设置防止室外气流倒灌的措施""中的""应设置""指向具体措施方法而被分为method类；也可能因为""防止室外气流倒灌的措施""对应BIM模型中可直接检查的物理装置（如止回阀）属性而被分为direct类"
坝体巾孔、底孔宜采取防止冷空气侵入的措施。,method,others,method,正确,该规范可能因为“宜采取防止冷空气侵入的措施”中的措施性描述被分为method类；也可能因为“防止冷空气侵入”涉及施工阶段的物理防护措施（如保温层施工、密封处理等）而被分为others类
不设置地脚螺栓的非桩基储罐基础可不进行抗震验算，但应符合相应的抗震措施要求。,method,general,method,正确,"该规范可能因为""应符合相应的抗震措施要求""中的""措施""表述被误判为method类；也可能因为""可不进行抗震验算""属于宏观设计原则判断而被分为general类"
输煤栈桥和其他建筑物连接处应设防止火灾蔓延的保护措施。,method,direct,method,正确,该规范可能因为“应设防止火灾蔓延的保护措施”中的“措施”属于方法性要求而被分为method类；也可能因为“应设保护措施”对应BIM模型中需直接检查的防火设施存在性而被分为direct类
位于寒冷地区的污水处理构筑物，应有保温防冻措施。,method,others,method,正确,"该规范可能因为""应有保温防冻措施""中的措施描述被分为method类；也可能因为""寒冷地区的污水处理构筑物""需要结合施工场景实施保温维护而被分为others类"
5 沿外墙架空敷设的给水管应根据当地气象条件采取防冻措施。,method,others,method,正确,"该规范可能因为""应采取防冻措施""中的措施描述被分为method类；也可能因为""根据当地气象条件""隐含施工环境适应性要求（参考others类样本中""熟化罐罐体应根据当地气象条件确定是否采取伴热保温""的同类逻辑）而被分为others类"
否则应采用降排水、换填、设置保温层或隔断层等措施。,method,others,method,正确,"该规范可能因为""应采用...等措施""中的措施描述被分为method类；也可能因为""降排水、换填、设置保温层或隔断层""涉及具体施工工艺要求而被分为others类"
有积水的管沟，宜排净水后回填，否则应采取防止回填作业造成管道位移的措施。,method,others,method,正确,"该规范可能因为""应采取防止回填作业造成管道位移的措施""中的措施描述被分为method类；也可能因为""回填作业""直接关联施工过程场景而被分为others类"
泄水孔可采用塑料管或铸铁管等，直径宜为50～100mm，安置时应向下倾斜3％～5％，进水口处应采取反滤和防堵措施。,method,indirect,method,正确,"该规范可能因为""应采取反滤和防堵措施""中的措施描述被分为method类；也可能因为""直径宜为50～100mm，安置时应向下倾斜3％～5％""包含需综合参数计算的排水孔设计要求被分为indirect类"
乙二醇的储存天数，当采用公路或管道运输时，宜为7d～10d；当采用铁路或内河及近海运输时，宜为10d～20d。,others,indirect,others,正确,该规范可能因为“储存天数”涉及物资管理周期而被分为others类；也可能因为“公路/管道运输时宜为7d～10d”“铁路/内河运输时宜为10d～20d”包含需根据运输方式推导具体数值的条件判断被分为indirect类
经过预压固结的地基可采用固结不排水试验。,others,method,others,正确,"该规范可能因为""预压固结""涉及地基处理施工环节而被分为others类；也可能因为""可采用固结不排水试验""明确指定试验方法类型而被分为method类"
脱硫剂采用箱内再生时，掺空气后煤气中含氧量应由煤气中硫化氢含量确定。,others,indirect,others,正确,"该规范可能因为""脱硫剂采用箱内再生时""涉及工艺过程而被分为others类；也可能因为""掺空气后煤气中含氧量应由煤气中硫化氢含量确定""包含需通过硫化氢含量推导含氧量的计算过程被分为indirect类"
施工前应进行成桩工艺和成桩强度试验。,others,method,others,正确,"该规范可能因为""施工前""涉及施工阶段要求而被分为others类；也可能因为""应进行成桩工艺和成桩强度试验""明确规定了施工前必须执行的具体试验措施而被分为method类"
工艺设备配置，应满足连续生产、大卷装、产量平衡和品种调整的要求。,others,general,others,正确,该规范可能因为“工艺设备配置”涉及生产流程实施环节而被分为others类；也可能因为“应满足连续生产、大卷装、产量平衡和品种调整的要求”属于宏观生产布局指导原则被分为general类
