text,true_label,predicted_label,result,reason
体育馆或运动员经常出入的门扇净高不应小于2.2m 。,direct,direct,正确,测试文本中的“门扇净高不应小于2.2m”是具体的数值要求，符合direct类中“规范中有具体数字且少于2个”的特征，且与direct类样本中类似的高度、宽度等可直接检查的属性一致。
两个路口间的消防车道长度大于300m时，尽头式消防车道应在该消防车道的中段设置回车场。,direct,direct,正确,该规范包含具体数值（300m）且直接要求设置回车场，符合direct类中“可直接从BIM模型检查是否存在具体属性或实体”的特征，与样本中“尽头式消防车道应设置回车场”的归类逻辑一致。
汽车衡两端引道直线段长度不应小于设计的最长一辆车长。,direct,direct,正确,该规范包含具体数值判断条件“不应小于设计的最长一辆车长”，符合direct类“规范中有具体数字或可直接从BIM模型中提取属性”的定义。其与direct类样本（如“交叉道口直线长度不应小于30m”“出入口宽度不应小于7m”）均通过明确数值或可量化属性直接约束设计参数，且未涉及间接推导、施工要求或外部引用等特征。
不同材料交界处宜附加一层直径为1mm的金属网搭接，金属网宽度宜为200mm～300mm。,direct,indirect,错误,该规范涉及金属网的直径和宽度范围（1mm和200mm～300mm），需从BIM模型中提取材料属性后推导安装参数，符合indirect类“多个具体数值且需间接计算”的特征，与同类样本（如条带宽度、间距等需多参数判断的条款）一致。
木丝水泥预制保温墙板长度不宜大于6000mm，高度不宜大于4000mm；芯材厚度不宜大于300mm，且不宜小于150mm。,direct,direct,正确,该规范涉及多个具体数值限制（长度、高度、芯材厚度），这些信息可以直接从BIM模型中检查实体属性的存在性和数值范围，符合direct类“显式属性和实体引用”的定义；尽管规范中具体数字超过2个，但其Top-5相似样本（如直接类第一条样例）同样包含多个数值且被分类为direct，表明此类直接可验证的尺寸参数仍属于direct类。
工艺装置内露天布置的塔、容器等设备应设防雷保护设施，当壁厚不小于4mm时，可不设避雷针保护，但应设防雷接地。,direct,direct,正确,该规范包含具体数值（壁厚不小于4mm）和可直接检查的实体属性（防雷保护设施、避雷针、防雷接地），符合direct类通过BIM模型直接验证显式属性和存在性的特征。
机物料库内应隔出60m²～100m²作为橡胶辊储存室。,direct,direct,正确,该规范可能因为“应隔出60m²～100m²作为橡胶辊储存室”中明确指定了具体面积范围（单一数值区间），可直接通过BIM模型检查是否设置该储存室并验证其面积属性，符合direct类定义中“具体数字且少于2个”的特点，且其样本如“机物料库内应设置橡胶辊贮存室”也直接对应空间划分需求。
快速公交系统的专用车道宽度不应小于6．1m。,direct,direct,正确,该规范直接规定了“专用车道宽度不应小于6．1m”这一具体数值要求，符合direct类中“可从BIM模型中直接检查具体属性”的特征，且涉及单一明确数值（6.1m），无需推导或引用外部资料。
光缆硅芯塑料管道宜使用内壁平滑型塑料管。,direct,method,错误,该规范条文“宜使用内壁平滑型塑料管”明确提出了材料选用的建议，符合method类“应/宜采取/采用xxx方法/措施”的核心特征，且其与method类样本（如“宜采用架空敷设方式”“应采取防滑措施”）的句式结构和功能导向一致，属于对设计方法或措施的具体规定，而非直接检查属性或推导计算。
采用热气溶胶预制灭火系统的防护区，其高度不宜大于3．9m。,direct,direct,正确,该规范明确规定了“高度不宜大于3．9m”的具体数值限制，属于可直接从BIM模型中检查的显式属性，符合direct类“规范中有具体数字（0-9）且少于2个”的定义，且其top5样本中均存在类似高度数值的直接约束条款（如6.0m、4.9m等）。
活性氧化铝的粒径应小于 2.5mm ，宜为 0.5～1.5 mm 。,direct,indirect,错误,测试文本包含两个具体数值范围（应小于2.5mm和宜为0.5～1.5mm），需从BIM模型中提取数据并进行双重条件判断，符合indirect类中“涉及多个实体或规范中有具体数字且数量大于1个”的特征。
舞蹈教室宜采用木地板。,direct,direct,正确,该规范可能因为“舞蹈教室宜采用木地板”对应BIM模型中可直接检查的具体材料属性（如地板类型）被分为direct类，与direct类样本中“首层地板应采用钢筋混凝土结构”等直接指定实体属性的逻辑一致。
当采用多振型反应谱法计算时，振型阶数在计算方向给出的有效振型参与质量不应低于该方向结构总质量的90％。,general,indirect,错误,该规范涉及“有效振型参与质量不应低于该方向结构总质量的90％”，需要从BIM模型中提取多个振型数据并进行计算，符合indirect类需推导和多个数值判断的特点。
平房仓结构按承载能力极限状态设计时，应采用荷载效应的基本组合和结构抗力设计值进行设计。,general,method,错误,该规范条文明确规定了设计时应采用的具体方法（“荷载效应的基本组合和结构抗力设计值”），符合method类关于“规定应采取的方法或措施”的定义，其特点与method类样本中“设置单向推力墩”或“采取隔热防护措施”等指令性描述一致。
车间空气中的粉尘浓度、噪声等物理有害因素的排放应符合国家对工作场所有害因素职业接触限值的有关要求。,general,reference,错误,该规范明确引用了国家关于工作场所有害因素职业接触限值的外部标准要求，符合reference类“需要引入外部标准或文件”的定义，且其表述方式与reference类样本中“应符合现行国家标准《室内空气质量标准》GB／T 18883的要求”高度相似。
蓄电池间宜独立设置，蓄电池间的规模应符合磁浮车辆蓄电池检修和充电要求，并应符合车辆基地内配置的其他运输车辆、特种工程车车载蓄电池维护要求。,general,indirect,错误,该规范涉及蓄电池间的规模需符合磁浮车辆及其他运输车辆的多项维护要求，需从BIM模型中提取信息后综合推导，符合indirect类需间接计算和多条件判断的特点。
防静电工作区设计应按薄膜晶体管液晶显示器生产工序要求进行分级。,general,method,错误,规范条文“防静电工作区设计应按薄膜晶体管液晶显示器生产工序要求进行分级”明确规定了设计应遵循的具体方法（“应按...进行分级”），这与method类定义中“规定了应采取的方法或措施”的核心特征一致。method类的5条样本均包含“应采取/采用xxx措施/方法”的句式（如“采取被动隔振措施”“采取隔声、吸声措施”），且该条文未涉及BIM直接检查属性（排除direct）、复杂推导（排除indirect）、术语定义（排除term）、外部引用（排除reference）或施工维护（排除others）。
斜壁边坡的设计内容应包括确保边坡稳定的人工加强措施选择、坡体稳定与加强措施的计算和构造、斜壁面层及构件计算与构造、施工技术要求、监测及监测项目报警值要求、监测频率与持续时间要求，以及使用过程中维护和长期监测要求。,general,general,正确,该规范条文以“设计内容应包括...”为结构，列举了多个宏观设计要素（如人工加强措施选择、坡体稳定计算、施工技术要求等），与general类样本中“设计内容应包括保护对象分类、方案制定”等描述高度相似，属于对设计过程的整体指导，未涉及具体数值或需推导的信息，符合general类定义中“提供宏观指导”的核心特征。
抗震设计时，结构设计应符合抗震概念设计的要求，厂房结构体系和结构布置除应符合本规范第3．2．3条的规定外，尚应符合下列规定：1 结构体系和结构布置应满足规则性要求。,general,general,正确,规范条文中的“结构体系和结构布置应满足规则性要求”属于宏观指导性内容，未涉及具体数字或可直接检查的BIM属性，符合general类定义中“提供宏观指导且无法通过BIM直接处理”的特点，与其Top5样本（如“设计深度应符合各类要求”）的抽象性一致。
在同一沟谷内建设两座或两座以上赤泥堆场时，后建堆场设计时应论证各堆场之间的相互关系与影响。,general,indirect,错误,该规范要求论证多个堆场之间的相互关系与影响，需从BIM模型中提取多个实体的信息并进行综合分析，符合“indirect类”需推导多实体关系的特征。
线路平面曲线半径应根据线路性质、行车速度、工程难易程度，并结合周边环境因地制宜地合理选用。,general,general,正确,该规范条文属于宏观指导性要求，强调基于线路性质、行车速度、工程难度及环境等多因素的综合分析，符合general类中“提供宏观设计指导”的特征，且不涉及具体数值、方法或外部引用。
安全设计应包括校园内防火、防灾、安防设施、通行安全、餐饮设施安全、环境安全等方面的设计。,general,general,正确,该规范提及“安全设计应包括校园内防火、防灾、安防设施、通行安全、餐饮设施安全、环境安全等方面的设计”，属于对设计过程提供宏观指导的条款，未涉及具体可直接检查的BIM模型属性或需要计算推导的信息，符合general类中“提供宏观指导”的定义，且与general类样本如“应满足生产、检修、运输、安全、卫生、防火、采光、通风的要求”等宏观描述特点一致。
桥涵设计所采用的车辆荷载等级，宜根据厂矿道路性质、使用要求、车种和车型、将来的发展需要等确定。,general,general,正确,该规范可能因为“宜根据厂矿道路性质、使用要求、车种和车型、将来的发展需要等确定”属于宏观设计决策指导，不涉及具体数值或直接检查属性，符合general类中“应根据...确定”的样本特征。
听力测听室应做全浮筑房中房设计，且房间入口设置声闸；听力测听室的空调系统应设置消声器。,general,method,错误,该规范条文明确规定了具体的隔声和消声措施（全浮筑房中房设计、声闸、消声器），符合method类“应/宜采取...方法/措施”的特征，且其结构与method类样本（如“出入口宜设置声闸”“应设置消声设备”）高度一致，属于对设计方法的直接要求而非单纯检查属性或间接推导。
改、扩建工程应根据新的使用要求、新的火灾危险性特征及结构现状进行工程设计。,general,general,正确,该规范条文“改、扩建工程应根据新的使用要求、新的火灾危险性特征及结构现状进行工程设计”属于对设计过程的宏观指导，未涉及具体数字或可直接检查的BIM属性，符合general类提供总体设计原则的特点。
建筑结构的各项质量控制要求应由有关标准作出规定。,general,general,正确,未匹配到
设计应对堆载的范围、分布和允许的堆载量提出要求。,general,general,正确,该规范条文“设计应对堆载的范围、分布和允许的堆载量提出要求”属于为设计过程提供宏观指导的要求，未涉及具体数值或BIM模型直接可查的实体属性，符合general类“宏观指导且无法通过BIM处理”的定义。其与general类的Top5样本（如“承载力计算应采用荷载设计值”）均属于对设计原则的抽象规定，而非具体措施或检查项。
厕所、卫生间、盥洗室和浴室的位置应符合下列规定：1 厕所、卫生间、盥洗室和浴室应根据功能合理布置，位置选择应方便使用、相对隐蔽，并应避免所产生的气味、潮气、噪声等影响或干扰其他房间。,general,general,正确,该规范要求厕所等设施的位置应“合理布置”“避免气味、潮气等影响其他房间”，属于对设计过程的宏观指导（如“方便使用”“相对隐蔽”），符合general类样本中“应满足生产、检修、运输、安全、卫生、防火等要求”的宏观性特征，且未涉及BIM模型可直接提取的显式属性或需要间接推导的多条件计算。
短期气田开发区块宜根据气田滚动开发情况，采用临时性或可拆装移动的建筑。,general,method,错误,该规范条文“采用临时性或可拆装移动的建筑”明确提出了具体措施，且使用“宜...采用”的典型method类句式，与method类样本中“应采取强制通风措施”、“可采取直埋、管沟”等表达方式一致，符合method类定义中“规定应采取的方法或措施”的核心特征。
框架结构应设计成双向梁柱刚接的抗侧力体系。,general,method,错误,该规范明确规定了结构设计方法（“应设计成双向梁柱刚接的抗侧力体系”），符合method类定义中“规定了应采取的方法或措施”的特征，且其句式结构与method类的Top5样本（如“应采取限制其竖向位移的措施”“应采取防侧向力措施”）高度一致。
3 泄压面积应按纺织工业企业有关防火标准的规定计算。,general,reference,错误,该规范提到“应按纺织工业企业有关防火标准的规定计算”，明确要求引用外部标准（纺织工业企业防火标准），符合reference类“需要引入外部的图片、公式、表格以及其他条款或附录”的核心特征。其表达方式与reference类top5样本（如“应符合表3．3．1的规定”“应按《建筑灭火器配置设计规范》执行”）高度一致，均通过外部引用确定具体参数或方法。
变电站悬式绝缘子宜选用盘形瓷绝缘子，绝缘子串的片数应按爬电比距法计算、污耐压法校验，综合比较后确定。,general,indirect,错误,该规范涉及“爬电比距法计算”和“污耐压法校验”两个具体计算步骤，需结合多个参数推导绝缘子串片数，符合indirect类“对BIM模型直接信息进行推导和计算”的特征。样本中indirect类存在类似计算逻辑（如“底盒数量由开口数确定”“导管截面积比例计算”），且规范中具体数字（片数）需通过综合比较确定，符合该类别定义。
为在建材矿山工程建设项目工程设计中，统一设计内容和深度，保证设计文件的质量和完整性，制定本标准。,general,general,正确,该规范涉及制定标准的目的和总体设计要求，属于宏观指导层面，符合general类样本中关于“制定本规范”或“应符合国家现行标准”等表述特征。
厂区围墙与厂区内建(构)筑之间的间距不宜小于5m，围墙两侧的建(构)筑物之间应满足相应的防火间距要求。,indirect,indirect,正确,该规范包含“间距不宜小于5m”的具体数值及涉及多个实体（围墙与建(构)筑、两侧建(构)筑物）的防火间距要求，需基于BIM模型数据推导多条件关系，符合indirect类“涉及多个实体或规范中具体数字大于1个”的特征。
通信塑料管道的埋设深度(管顶至路面)，在人行道下不应小于0．5m；在车行道下不应小于0．7m；与电车轨道交越(管顶至轨道底)不应小于1．00m；与铁道交越(管顶至轨道底)不应小于1．50m。,indirect,direct,错误,该规范涉及多个具体数值（0.5m、0.7m、1.00m、1.50m）且直接对应不同场景下的埋设深度要求，这些信息可直接从BIM模型中检查实体属性（如管道位置、道路类型），符合direct类样本中通过具体数值直接校验的特点。尽管数值数量超过2个，但direct类样本（如埋深分层、管径双指标）同样存在多数值直接映射的情况，未涉及推导或组合计算。
当无梁楼盖的跨度大于6m，或其相邻跨度不等时，冲切荷载设计值应取按等效静荷载和静荷载共同作用下求得冲切荷载的1.1倍；当无梁楼盖的相邻跨度不等，且长短跨之比超过4:3，或柱两侧节点不平衡弯矩与冲切荷载设计值之比超过0.05(c＋h0)（c为柱边长或柱帽边长）时，应增设箍筋。,indirect,indirect,正确,该规范涉及多个具体数值（跨度＞6m、1.1倍、4:3、0.05(c＋h0)）和复合条件判断（相邻跨度不等且长短跨比超限、柱两侧不平衡弯矩与冲切荷载比值超限），需要从BIM模型中提取基础数据后，通过多步推导和计算才能验证条款要求。这与indirect类样本（如配筋率计算、护笼高度与梯段位置关系）的核心特征一致，均属于无法直接从模型获取结果而需间接计算的情形。虽然存在“应增设箍筋”的措施性描述，但该条款的主干逻辑仍聚焦于通过多参数推导确定荷载设计值的计算过程。
管孔数大于12孔(孔径48mm)或7孔(孔径31mm或55mm)时，进局管道宜修建电缆通道。,indirect,indirect,正确,该规范涉及多个具体数值条件（12孔、48mm；7孔、31mm/55mm）的组合判断，需基于BIM模型中的管孔数量和孔径参数进行推导，符合indirect类中“需从直接信息计算且含多个具体数字”的特点，且其与indirect类top1样本（管孔数大于48孔...）结构高度相似。
制冷机冷负荷备用系数可取1．10～1．20，制冷设备数量不宜少于2台。,indirect,indirect,正确,该规范涉及“备用系数可取1．10～1．20”和“数量不宜少于2台”两个具体数值条件，需从BIM模型中提取信息并进行多参数计算或推导，符合indirect类关于“多个实体或数字大于1个”的定义，且其样本中类似条款（如机组台数要求）均被归类为indirect。
但常(负)压燃油 、燃气锅炉房可设置在地下二层 ，当常(负)压燃气锅炉距安全出口的距离大于6m时，可设置在屋顶上 。,indirect,direct,错误,该规范中提到的“距安全出口的距离大于6m”包含具体数字且仅涉及一个条件，符合direct类中“规范中有具体数字（0-9）且少于2个”的特征，同时检查锅炉房位置设置可直接通过BIM模型中的显式属性（如楼层位置和距离参数）进行验证。
座椅扶手中距，硬椅不应小于0．50m，软椅不应小于0．55m。,indirect,direct,错误,该规范中的具体数值要求（0.50m和0.55m）可直接对应BIM模型中座椅扶手的显式属性检查，符合direct类直接提取实体属性的特征，且样本中类似多实体数值并列的案例（如轮椅坡道宽度）也被归为direct类。
某个罐组的专用隔油池需要布置在该罐组防火堤内，其容量不应大于150m³，与储罐的距离可不受限制。,indirect,direct,错误,该规范中的“容量不应大于150m³”是一个具体数值且仅有一个数字，符合direct类中“规范中有具体数字（0-9）且少于2个”的特征，且其布置要求可直接通过BIM模型检查防火堤内是否存在隔油池及其属性，与direct类的Top5样本（如防火堤设置、围堰高度）具有直接可验证性。
纵向接缝的间距应按路面宽度在3．0m～4．5m范围内确定，不宜设置在轮迹带上。,indirect,indirect,正确,该规范涉及根据路面宽度动态确定纵向接缝间距的范围（3.0m～4.5m）以及轮迹带的位置限制，需通过BIM模型提取路面宽度后进一步推导间距值，且包含多个具体数字条件，符合indirect类需间接计算和多实体的特征。
必要时，对于次要负荷且线路长度小于8m的，绝缘电线可采用穿金属导管敷设，但应采用壁厚不小于6mm的钢导管并采取可靠的防水、防腐蚀措施。,indirect,method,错误,该规范明确规定了绝缘电线敷设的具体方法（采用壁厚不小于6mm的钢导管并采取防水、防腐蚀措施），与method类样本中“应采取防止电缆机械损伤的措施”“应采取防喷铁水、铁渣的措施”等直接对应，符合“规定了应采取的方法或措施”的核心定义。此外，测试文本中“应采取”的关键词与method类标志性句式高度一致，且未涉及间接推导或外部引用等其他类特征。
电缆隧道两端均应设通往地面的安全出口；当其长度超过100m时，安全出口的间距不应超过75m。,indirect,indirect,正确,规范中的“长度超过100m时，安全出口的间距不应超过75m”涉及两个具体数值（100m和75m），且需要根据隧道长度进行条件判断和间距计算，符合indirect类“需从BIM模型推导多个实体或数字”的定义。其同类样本（如“安全出口间距不宜大于67m”）也表明此类条件性间距要求属于间接信息推导范畴。
铁皮沟流槽的转弯半径不宜小于流槽宽度的3倍。,indirect,indirect,正确,该规范条文涉及“转弯半径不宜小于流槽宽度的3倍”，需要基于流槽宽度进行比例计算（流槽宽度需从BIM模型中提取后推导转弯半径），符合indirect类“需从BIM模型直接信息推导”的定义，且其Top-1相似样本（相同结构但数值为2倍）被明确归类为indirect类。
钢筋的直径，非抗震设计和抗震设计三、四级时，不应小于12mm；抗震设计一、二级时，不应小于14mm，且分别不应少于框架梁两端顶面和底面纵向受力钢筋中较大截面面积的1／4。,indirect,indirect,正确,该规范包含多个具体数值（12mm、14mm）和需要推导计算的要求（比较梁两端钢筋的较大截面面积的1/4），符合indirect类需通过BIM模型信息进行复合推导的特征，且其涉及抗震等级与钢筋截面的多条件关联，与indirect类的典型样本（如配筋率计算、弯钩长度与直径关系）逻辑一致。
若架空敷设时，泵房内地面敷设管道时不得跨越电气设备和阻碍通道，通行处的管底距地面不宜小于9．4m。,indirect,indirect,正确,该规范涉及“不得跨越电气设备”和“管底距地面不宜小于9.4m”两个具体条件，需结合管道位置与电气设备的关系及高度参数进行综合判断，属于需从BIM模型中推导信息的间接类；且其与indirect类中相似样本（“管底距地面不宜小于2.0m”）结构完全一致，仅数值不同，符合间接类多实体/多数值的特点。
当受弯构件粘贴的多层纤维织物允许截断时，相邻两层纤维织物宜按内短外长的原则分层截断；外层纤维织物的截断点宜越过内层截断点200mm以上，并应在截断点加设U形箍。,indirect,method,错误,该规范条文中的“宜按内短外长的原则分层截断”和“应加设U形箍”明确规定了具体的方法或措施，符合method类中“应/宜采取/采用xxx方法/措施”的特点，同时涉及多个操作步骤，属于方法指导而非直接属性检查或间接计算。
上部车场轨道线路的高、低道最大高差不宜大于0．6m。,indirect,direct,错误,"该规范可能因为“最大高差不宜大于0．6m”包含具体数值且属于单一实体属性，符合direct类中""规范中有具体数字（0-9）且少于2个""的核心特征，其top5样本也均采用""不应小于/大于X.Xm""的数值型直接检查模式。"
站内气瓶组的总储气容积应按1．5倍计算月平均日供气最确定。,indirect,indirect,正确,该规范涉及通过计算月平均日供气量并乘以1.5倍来确定总储气容积，需从BIM模型提取基础数据后进行推导，符合indirect类中涉及多个数值计算的特征。
冷水循环泵不应少于21台，不宜设备用泵，热水循环泵不应少于10台，宜设备用泵。,indirect,indirect,正确,该规范涉及多个具体数字（21台、10台）且需基于系统负荷进行推导，符合indirect类定义，其相似样本中的首条样例（冷水循环泵数量要求）结构高度一致，仅数值不同，属于需间接计算的情形。
紫外线照射渠不宜少于2条。,indirect,indirect,正确,该规范条文“紫外线照射渠不宜少于2条”涉及具体数量要求（数字2），且indirect类别的典型样本中包含“底盒支持安装的信息点数量不宜大于2个”“机组的台数不宜少于2台”等同类型数量限制条款，符合需要通过BIM模型间接推导多个实体关联的特征。
室外地面的混凝土垫层宜设伸缝，间距宜为51m，缝宽宜为12mm～15mm，缝内应填耐候弹性密封材料，沿缝两侧的混凝土边缘应局部加强。,indirect,indirect,正确,该规范涉及多个具体数值（51m、12mm～15mm）和需要从BIM模型推导的信息（如缝内材料选择及混凝土边缘局部加强），符合indirect类需对直接提取的信息进行计算和多实体关联的特征。
当司机室采用空调时，新风量不宜少于人均30m³／h。,indirect,indirect,正确,该规范涉及“人均30m³/h”这一具体数值，需结合司机室人数推导总新风量，符合indirect类“需从BIM模型直接信息中推导计算”的特点，且其数值条件与indirect类样本（如“距离不宜小于30m”）的间接计算逻辑一致。
必要时，对于次要负荷且线路长度小于15m的，绝缘电线可采用穿金属导管敷设，但应采用壁厚不小于2mm的钢导管并采取可靠的防水、防腐蚀措施。,indirect,method,错误,该规范明确规定了在特定条件下应采取的具体措施（“应采用壁厚不小于2mm的钢导管并采取可靠的防水、防腐蚀措施”），符合method类中“规定了应采取的方法或措施”的定义，且样本中的method类条款（如“应采取防止电缆机械损伤的措施”）具有相似结构。
当装有取水接口时，中水管道上必须采取严格的误饮、误用的防护措施。,method,method,正确,测试文本中的“必须采取严格的误饮、误用的防护措施”符合method类定义中“规定了应采取的方法或措施”的特征，且样本中类似结构（如“应采取防止水漫溢和渗漏措施”）均被归类为method类。
5 三相泡沫输送管路以及采空区预埋管路的直径不应小于108mm，采空区预埋管路应采取防堵塞措施。,method,method,正确,规范条文中的“采空区预埋管路应采取防堵塞措施”明确要求采取具体措施，符合method类“应/宜采取…措施”的典型特征，且method类相似样本中“必须采取可靠措施”、“应采取防冻措施”等结构与测试文本高度一致。尽管前半部分涉及具体数值，但整体条文的核心是规定方法或措施，因此归为method类。
抽气管道不应有液袋，其敷设坡度不应小于0．3％，并应有防冻、排液措施。,method,method,正确,测试文本中“应有防冻、排液措施”明确规定了应采取的具体措施，符合method类“应/宜采取/采用xxx方法/措施”的特征，且其相似样本如“加药管道应采取防堵塞、防冻、防结晶措施”也因涉及具体措施被归类为method类。
空气调节和通风系统应采取过滤、消声、隔声和减振措施。,method,method,正确,测试文本中的“应采取过滤、消声、隔声和减振措施”符合method类“应/宜采取...措施”的典型特征，与method类的Top5样本如“应采取消声措施”等高度相似，属于规定具体方法或措施的条款。
当必须设门时，变配电所应采取正压或化学过滤等防腐蚀措施。,method,method,正确,该规范中“应采取正压或化学过滤等防腐蚀措施”明确规定了具体的技术措施，符合method类“应/宜采取/采用xxx方法/措施”的典型特征，且其与method类相似样本（如防腐措施、强制通风措施等）的表述逻辑一致。
当计算护脚埋深较大时，可采取减小护脚埋深的防护措施。,method,method,正确,该规范中“可采取减小护脚埋深的防护措施”明确提出了具体应对措施，符合method类关于“规定应采取的方法或措施”的定义，且其结构与method类Top-5样本（如“应采取特殊的构造措施”）高度相似。
位于炎热地区的配变电所，屋面应有隔热措施。,method,direct,错误,该规范可能因为“屋面应有隔热措施”对应BIM模型中可直接检查的具体措施属性（如是否设置隔热层或隔热构造），符合direct类样本中“盛装甲、乙类液体的容器存放在室外时应设防晒降温设施”等直接检查措施存在性的逻辑。
综合布线区域内存在的电磁干扰场强高于3V／m时，宜采用屏蔽布线系统进行防护。,method,method,正确,该规范条文“宜采用屏蔽布线系统进行防护”明确指出了在特定条件下应采取的具体防护方法，符合method类定义中“规定了应采取的方法或措施”的特点，且与method类样本中“应采取隔热措施”、“应采用金属防护层”等表达方式一致。
蒸汽管道、蒸汽冷凝水管道以及高于50℃的热水管道应保温，北方地区室外的给水管道应采取防冻措施。,method,method,正确,规范条文中的“应保温”和“应采取防冻措施”属于明确要求采取的具体措施，符合method类定义中“应/宜采取/采用xxx方法/措施”的特点，且与method类样本中的“防冻措施”等内容高度相似。
配管配线应符合下列规定：1 配管、配线设计，有火灾及爆炸危险、灰尘、腐蚀、高温、潮湿、振动、静电、雷击及电磁场干扰环境，应采取防护措施。,method,method,正确,该规范明确要求在不同危险环境下“应采取防护措施”，符合method类中“应/宜采取/采用xxx方法/措施”的典型特征，且样本中的method类条款均涉及具体防护或处理方法的实施，如“采取隔热措施”、“采取防火及防爆的分隔措施”等，结构与测试文本一致。
3 缆式感温探测器宜采用直接接触安装方式。,method,method,正确,该规范条文“宜采用直接接触安装方式”明确规定了具体的安装方法（直接接触安装方式），符合method类“应/宜采取/采用xxx方法/措施”的核心特征。其与method类相似样本（如“测量管线及气动信号管线宜采用架空敷设方式”）在语义结构和功能目的上高度一致，均通过“宜采用”引导具体实施方法，而非直接检查属性、推导计算或引用外部内容。
当采用40mm及以上厚度的钢板焊接时，所有杆塔结构的钢材均应采取防止钢材层状撕裂的措施。,method,method,正确,该规范明确要求“采取防止钢材层状撕裂的措施”，符合method类“规定应采取的方法或措施”的定义，且其结构与method类样例（如“必须采取可靠措施防止燃气泄漏进管沟”）高度一致，均通过“应/宜采取…措施”句式强调具体技术手段。
12 洁净室的排风系统应设置防止室外气流倒灌的措施。,method,method,正确,"测试文本中""应设置防止室外气流倒灌的措施""明确规定了需采取的具体方法，与method类样本中""洁净室(区)的排风系统应有防止室外气流倒灌的措施""的表述完全一致(相似度1.000)，且同类其他样本均涉及""采取/设置...措施""的典型method类特征。"
坝体巾孔、底孔宜采取防止冷空气侵入的措施。,method,method,正确,该规范使用了“宜采取防止冷空气侵入的措施”的表述，明确指出应采取的具体方法或措施，符合method类中“应/宜采取…措施”的典型特征，且其相似样本如“电气线路穿越保温材料敷设时应采取防止产生冷桥的措施”也属于同类结构。
