text,predicted_label1,predicted_label2,true_label,result,confusion_point
当采用多振型反应谱法计算时，振型阶数在计算方向给出的有效振型参与质量不应低于该方向结构总质量的90％。,general,indirect,general,正确,该规范可能因为涉及宏观的计算和标准要求而被分为general类；也可能因为需要通过计算得出有效振型参与质量与结构总质量的比例而被分为indirect类。
平房仓结构按承载能力极限状态设计时，应采用荷载效应的基本组合和结构抗力设计值进行设计。,general,indirect,general,正确,该规范可能因为提供了宏观的设计指导思想而被分为general类；也可能因为涉及了具体的荷载效应和结构抗力设计值的组合计算，需从BIM模型中提取相关信息并进行计算而被分为indirect类。
车间空气中的粉尘浓度、噪声等物理有害因素的排放应符合国家对工作场所有害因素职业接触限值的有关要求。,general,reference,general,正确,该规范可能因为提供了宏观的指导，如“应符合国家对工作场所有害因素职业接触限值的有关要求”，而被归为general类；也可能因为涉及到需要参照国家相关标准和要求，类似于“室内空气质量各项指标应符合现行国家标准《室内空气质量标准》GB／T　18883的要求”，而被归为reference类。
蓄电池间宜独立设置，蓄电池间的规模应符合磁浮车辆蓄电池检修和充电要求，并应符合车辆基地内配置的其他运输车辆、特种工程车车载蓄电池维护要求。,general,indirect,general,正确,该规范可能因为提出了总体的设计原则和要求，如“蓄电池间的规模应符合磁浮车辆蓄电池检修和充电要求”，被归类为general类；也可能因为涉及具体的布局和功能要求，例如“宜独立设置”和“应符合车辆基地内配置的其他运输车辆、特种工程车车载蓄电池维护要求”，这些需要从BIM模型中推导和计算的信息，被归类为indirect类。
防静电工作区设计应按薄膜晶体管液晶显示器生产工序要求进行分级。,general,reference,general,正确,该规范可能因为“应按薄膜晶体管液晶显示器生产工序要求进行分级”这种宏观指导性语句而被分为general类；也可能因为涉及按照特定生产工序要求进行设计，需要参照具体的生产工序标准或指南而被分为reference类。
斜壁边坡的设计内容应包括确保边坡稳定的人工加强措施选择、坡体稳定与加强措施的计算和构造、斜壁面层及构件计算与构造、施工技术要求、监测及监测项目报警值要求、监测频率与持续时间要求，以及使用过程中维护和长期监测要求。,general,indirect,general,正确,该规范可能因为包含了宏观指导性的设计内容如“设计内容应包括确保边坡稳定的人工加强措施选择”而被分为general类；也可能因为涉及到需要从BIM模型中提取多项信息并进行推导计算才能完成的详细设计和监测要求，例如“坡体稳定与加强措施的计算和构造”和“监测及监测项目报警值要求”，而被分为indirect类。
抗震设计时，结构设计应符合抗震概念设计的要求，厂房结构体系和结构布置除应符合本规范第3．2．3条的规定外，尚应符合下列规定：1 结构体系和结构布置应满足规则性要求。,reference,general,general,正确,该规范可能因为提到了需要参照其他条款（如“符合本规范第3．2．3条的规定”）而被分为reference类；也可能因为包含“应符合抗震概念设计的要求”这种宏观指导语句而被分为general类。
在同一沟谷内建设两座或两座以上赤泥堆场时，后建堆场设计时应论证各堆场之间的相互关系与影响。,general,indirect,general,正确,该规范可能因为描述了设计过程中需要遵循的宏观指导原则而被分为general类；也可能因为需要对多个堆场之间的相互关系与影响进行分析和论证，涉及到从BIM模型中获取信息并进行推导和计算的过程而被分为indirect类。
线路平面曲线半径应根据线路性质、行车速度、工程难易程度，并结合周边环境因地制宜地合理选用。,general,reference,general,正确,该规范可能因为提出了宏观的设计指导原则，即结合多种因素选择线路平面曲线半径，而被分为general类；也可能因为涉及线路平面曲线半径的选择标准，类似于参考特定表格或标准来进行设计，而被分为reference类。
安全设计应包括校园内防火、防灾、安防设施、通行安全、餐饮设施安全、环境安全等方面的设计。,general,indirect,general,正确,该规范可能因为提到了“应包括”等宏观指导性的词语而被分为general类；也可能因为涉及多个方面的设计要求，需要从BIM模型中推导和计算相关信息而被分为indirect类。
桥涵设计所采用的车辆荷载等级，宜根据厂矿道路性质、使用要求、车种和车型、将来的发展需要等确定。,general,method,general,正确,该规范可能因为描述了设计过程中需要考虑的宏观因素而被分为general类；也可能因为提到了“宜根据……确定”这种规定了应采取的方法或措施的方式而被分为method类。
听力测听室应做全浮筑房中房设计，且房间入口设置声闸；听力测听室的空调系统应设置消声器。,direct,method,general,错误,"该规范可能因为提到了具体的构造要求如""全浮筑房中房设计""和""设置声闸""，这些具体的设计要求可以从BIM模型中直接检查而被分为direct类；也可能因为提及了应采取的具体措施如""设置消声器""，类似于method类中的""应采取消声措施""，从而被分为method类。"
改、扩建工程应根据新的使用要求、新的火灾危险性特征及结构现状进行工程设计。,general,indirect,general,正确,该规范可能因为提到“应根据新的使用要求、新的火灾危险性特征及结构现状进行工程设计”这样宏观指导性的描述而被分为general类；也可能因为需要结合具体的使用要求和结构现状进行设计，涉及到多个因素和条件的判断，而被分为indirect类。
建筑结构的各项质量控制要求应由有关标准作出规定。,general,indirect,general,正确,该规范可能因为“应由有关标准作出规定”这种宏观指导性的表达被分为general类；也可能因为“建筑结构的各项质量控制要求”需要通过BIM模型中的多项属性进行推导和计算以满足这些间接的要求而被分为indirect类。
设计应对堆载的范围、分布和允许的堆载量提出要求。,general,method,general,正确,该规范可能因为“设计应对堆载的范围、分布和允许的堆载量提出要求”这种宏观指导性的描述被分为general类；也可能因为提到了具体的“应提出要求”这一行为方式，类似于规定了应采取的方法或措施，被分为method类。
厕所、卫生间、盥洗室和浴室的位置应符合下列规定：1 厕所、卫生间、盥洗室和浴室应根据功能合理布置，位置选择应方便使用、相对隐蔽，并应避免所产生的气味、潮气、噪声等影响或干扰其他房间。,general,indirect,general,正确,该规范可能因为提供了宏观上的布局指导而被分为general类；也可能因为涉及到多个具体的功能区域的位置布置及其相互关系，需要从BIM模型中推导出相关信息而被分为indirect类。
短期气田开发区块宜根据气田滚动开发情况，采用临时性或可拆装移动的建筑。,general,method,general,正确,该规范可能因为提到“宜根据气田滚动开发情况”这种宏观指导性的描述而被分为general类；也可能因为“采用临时性或可拆装移动的建筑”这种具体建议采取的方法或措施而被分为method类。
框架结构应设计成双向梁柱刚接的抗侧力体系。,general,method,general,正确,该规范可能因为“应设计成双向梁柱刚接的抗侧力体系”这种宏观指导性的表述被分为general类；也可能因为“设计成双向梁柱刚接的抗侧力体系”涉及到具体的设计方法和措施而被分为method类。
3 泄压面积应按纺织工业企业有关防火标准的规定计算。,general,indirect,general,正确,该规范可能因为提到“应按纺织工业企业有关防火标准的规定计算”，具有宏观指导意义，容易被误解为general类；也可能因为涉及具体的“泄压面积计算”需要从BIM模型中提取相关数据进行计算，更符合indirect类的要求。
变电站悬式绝缘子宜选用盘形瓷绝缘子，绝缘子串的片数应按爬电比距法计算、污耐压法校验，综合比较后确定。,general,indirect,general,正确,该规范可能因为涉及宏观指导性的描述“宜选用盘形瓷绝缘子”，而被初步判断为general类；也可能因为“绝缘子串的片数应按爬电比距法计算、污耐压法校验，综合比较后确定”这一部分需要通过一定的计算和推导间接得出信息而被分类为indirect类。
为在建材矿山工程建设项目工程设计中，统一设计内容和深度，保证设计文件的质量和完整性，制定本标准。,general,reference,general,正确,该规范可能因为提供了宏观指导性的内容，类似于“应统一设计内容和深度”这样的宏观要求而被分为general类；也可能因为提到“制定本标准”涉及到引用其他标准或规范内容而被分为reference类。
厂区围墙与厂区内建(构)筑之间的间距不宜小于5m，围墙两侧的建(构)筑物之间应满足相应的防火间距要求。,indirect,reference,indirect,正确,该规范可能因为提到具体的数值和防火间距要求，需要综合多个实体或属性进行间接推导和计算而被分为indirect类；也可能因为涉及到防火间距要求，需参照相关标准和规范中的具体规定而被分为reference类。
通信塑料管道的埋设深度(管顶至路面)，在人行道下不应小于0．5m；在车行道下不应小于0．7m；与电车轨道交越(管顶至轨道底)不应小于1．00m；与铁道交越(管顶至轨道底)不应小于1．50m。,direct,indirect,indirect,正确,该规范可能因为具体的数值和深度要求，可以直接在BIM模型中检查具体属性而被分为direct类；也可能因为这些深度要求涉及多个具体的条件和位置，需要进一步的推导和计算而被分为indirect类。
当无梁楼盖的跨度大于6m，或其相邻跨度不等时，冲切荷载设计值应取按等效静荷载和静荷载共同作用下求得冲切荷载的1.1倍；当无梁楼盖的相邻跨度不等，且长短跨之比超过4:3，或柱两侧节点不平衡弯矩与冲切荷载设计值之比超过0.05(c＋h0)（c为柱边长或柱帽边长）时，应增设箍筋。,indirect,reference,indirect,正确,该规范可能因为涉及到具体的数值计算和条件判断，需要从BIM模型中的多个实体进行推导和计算，而被分为indirect类；也可能因为规范中提到的条件判断和计算涉及具体的数值和比率，需要参照特定的设计标准或附录，从而被分为reference类。
管孔数大于12孔(孔径48mm)或7孔(孔径31mm或55mm)时，进局管道宜修建电缆通道。,indirect,direct,indirect,正确,该规范可能因为涉及到“管孔数大于12孔(孔径48mm)或7孔(孔径31mm或55mm)”这样的具体数值判断，需要间接计算和推导，从而被归类为indirect类；也可能因为描述了“进局管道宜修建电缆通道”这一具体设施的存在与否，可以直接在BIM模型中检查，被归类为direct类。
制冷机冷负荷备用系数可取1．10～1．20，制冷设备数量不宜少于2台。,indirect,reference,indirect,正确,该规范可能因为涉及到具体数值（如1.10～1.20）和设备数量要求，需要在BIM模型中进行一定的推导和计算而被分为indirect类；也可能因为规范中的数值和设备数量要求需要参照特定的标准或公式进行设定，类似于参考外部数据或规范中的具体条款而被分为reference类。
但常(负)压燃油 、燃气锅炉房可设置在地下二层 ，当常(负)压燃气锅炉距安全出口的距离大于6m时，可设置在屋顶上 。,indirect,direct,indirect,正确,该规范可能因为涉及到具体的位置设置和距离限制，需要通过一系列推导和计算才能确认是否符合规范而被分为indirect类；也可能因为直接指定了锅炉房可以设置的位置和条件，这些信息可以直接从BIM模型中检查而被分为direct类。
座椅扶手中距，硬椅不应小于0．50m，软椅不应小于0．55m。,indirect,direct,indirect,正确,该规范可能因为涉及到座椅扶手中的具体尺寸（0.50m和0.55m）且这些尺寸需通过间接计算或推导才能得出而被分为indirect类；也可能因为具体的尺寸要求可以直接从BIM模型中检查相应属性而被分为direct类。
某个罐组的专用隔油池需要布置在该罐组防火堤内，其容量不应大于150m³，与储罐的距离可不受限制。,indirect,reference,indirect,正确,该规范可能因为包含了具体的数值（如容量不应大于150m³）以及涉及多个实体（罐组、专用隔油池、防火堤）的间接信息而被分为indirect类；也可能因为涉及到特定的容量和距离要求，可能需要参照外部的标准或规范来进行判断和验证而被分为reference类。
纵向接缝的间距应按路面宽度在3．0m～4．5m范围内确定，不宜设置在轮迹带上。,indirect,direct,indirect,正确,该规范可能因为“纵向接缝的间距”涉及到具体的数值范围和位置限制，需要进行一定的计算和推导而被分为indirect类；也可能因为“间距应按路面宽度在3．0m～4．5m范围内确定”这类具体的尺寸和位置要求，可以直接从BIM模型中检查到具体的属性和实体而被分为direct类。
必要时，对于次要负荷且线路长度小于8m的，绝缘电线可采用穿金属导管敷设，但应采用壁厚不小于6mm的钢导管并采取可靠的防水、防腐蚀措施。,method,indirect,indirect,正确,该规范可能因为提到了“应采用壁厚不小于6mm的钢导管并采取可靠的防水、防腐蚀措施”这样的具体措施，符合method类中“规定了应采取的方法或措施”的定义；也可能因为规范中提到的条件“必要时，对于次要负荷且线路长度小于8m的，绝缘电线可采用穿金属导管敷设”需要根据具体情况判断，符合indirect类中“应对从BIM模型直接获得的信息进行一系列推导和计算”的特点。
电缆隧道两端均应设通往地面的安全出口；当其长度超过100m时，安全出口的间距不应超过75m。,indirect,direct,indirect,正确,该规范可能因为涉及到多个具体的数值（如“长度超过100m时”和“不应超过75m”），需要进行推导和计算来判断，而被分为indirect类；也可能因为其描述的是直接可在BIM模型中检查的安全出口的存在性和具体位置，而被分为direct类。
铁皮沟流槽的转弯半径不宜小于流槽宽度的3倍。,indirect,direct,indirect,正确,该规范可能因为涉及到具体的数值计算和比较（转弯半径不宜小于流槽宽度的3倍），需要从BIM模型中获取流槽宽度并进行计算，从而被分为indirect类；也可能因为直接指定了一个具体的属性要求（转弯半径不宜小于流槽宽度的3倍），可以在BIM模型中直接检查该属性的存在与否，从而被分为direct类。
钢筋的直径，非抗震设计和抗震设计三、四级时，不应小于12mm；抗震设计一、二级时，不应小于14mm，且分别不应少于框架梁两端顶面和底面纵向受力钢筋中较大截面面积的1／4。,indirect,direct,indirect,正确,该规范可能因为涉及多个钢筋直径的具体数值要求和条件判断，需要综合多个实体信息才能完全验证而被分为indirect类；也可能因为直接指定了具体的钢筋直径数值限制，可以直接从BIM模型中检查钢筋直径属性而被分为direct类。
若架空敷设时，泵房内地面敷设管道时不得跨越电气设备和阻碍通道，通行处的管底距地面不宜小于9．4m。,indirect,method,indirect,正确,该规范可能因为涉及多个实体（如泵房内的管道和电气设备）及具体的距离要求，需要进行推导和计算以符合间接条款的要求而被分为indirect类；也可能因为描述了具体的敷设方法和限制条件，强调了“不得跨越电气设备和阻碍通道”的方法要求，被归类为method类。
当受弯构件粘贴的多层纤维织物允许截断时，相邻两层纤维织物宜按内短外长的原则分层截断；外层纤维织物的截断点宜越过内层截断点200mm以上，并应在截断点加设U形箍。,indirect,method,indirect,正确,该规范可能因为涉及多层纤维织物截断的具体要求，需要基于BIM模型中的信息进行推导和计算以验证，从而被分为indirect类；也可能因为明确提出了具体的施工方法和步骤，即“宜按内短外长的原则分层截断”和“应在截断点加设U形箍”，而被分为method类。
上部车场轨道线路的高、低道最大高差不宜大于0．6m。,indirect,direct,indirect,正确,该规范可能因为提到具体的数值限制（0．6m）且涉及轨道线路的高、低道最大高差，需要间接计算和推导被分为indirect类；也可能因为其描述了可以明确检查的物理属性或尺寸限制，直接对应BIM模型中的实体属性被分为direct类。
站内气瓶组的总储气容积应按1．5倍计算月平均日供气最确定。,indirect,method,indirect,正确,该备选类别和小模型预测类别indirect类的混淆点为: 该规范可能因为需要通过计算确定储气容积而被分为indirect类；也可能因为“应按1.5倍计算月平均日供气量”涉及到一种特定的计算或操作方法而被分为method类。
冷水循环泵不应少于21台，不宜设备用泵，热水循环泵不应少于10台，宜设备用泵。,indirect,reference,indirect,正确,该规范可能因为涉及具体的数量（如“不少于21台”和“不少于10台”）且需要进行间接推导和计算而被分为indirect类；也可能因为涉及特定数量的设备配置要求，类似于参考表或附录中的规定而被分为reference类。
紫外线照射渠不宜少于2条。,indirect,term,indirect,正确,该规范可能因为“不宜少于2条”涉及到具体的数量要求，需要间接推算符合indirect类；也可能因为“紫外线照射渠”定义了特定术语及其含义，符合term类。
室外地面的混凝土垫层宜设伸缝，间距宜为51m，缝宽宜为12mm～15mm，缝内应填耐候弹性密封材料，沿缝两侧的混凝土边缘应局部加强。,indirect,method,indirect,正确,该规范可能因为涉及到对混凝土垫层的具体尺寸和材料填充要求，需要经过一定的推导和计算才能完成检查，而被分为indirect类；也可能因为描述了具体的施工措施和方法，如设置伸缝和填充耐候弹性密封材料，而被分为method类。
当司机室采用空调时，新风量不宜少于人均30m³／h。,indirect,method,indirect,正确,该规范可能因为涉及对新风量的具体数值要求，需要通过BIM模型中的多个实体进行推导计算而被分为indirect类；也可能因为包含了“不宜少于人均30m³／h”的具体要求，类似于规定应采取某种措施的方式，而被分为method类。
必要时，对于次要负荷且线路长度小于15m的，绝缘电线可采用穿金属导管敷设，但应采用壁厚不小于2mm的钢导管并采取可靠的防水、防腐蚀措施。,method,indirect,indirect,正确,该规范可能因为提到具体的施工方法和措施如“采用壁厚不小于2mm的钢导管并采取可靠的防水、防腐蚀措施”而被归为method类；也可能因为涉及对特定条件下具体数值和条件的间接推导和计算如“线路长度小于15m”和“壁厚不小于2mm”等要求而被归为indirect类。
当装有取水接口时，中水管道上必须采取严格的误饮、误用的防护措施。,method,indirect,method,正确,该规范可能因为提到“必须采取严格的误饮、误用的防护措施”而被认为是一种应采取的方法或措施被分为method类；也可能因为需要对中水管道采取防护措施，并涉及具体的措施要求，这些措施需基于BIM模型中的信息进行推导和计算，因此被分为indirect类。
5 三相泡沫输送管路以及采空区预埋管路的直径不应小于108mm，采空区预埋管路应采取防堵塞措施。,method,indirect,method,正确,该规范可能因为提到“应采取防堵塞措施”这种具体的措施而被分为method类；也可能因为包含了“直径不应小于108mm”这样的具体数值要求，且需要间接推导和计算管路直径以满足规范，从而被分为indirect类。
抽气管道不应有液袋，其敷设坡度不应小于0．3％，并应有防冻、排液措施。,method,indirect,method,正确,该规范可能因为提到了“不应有液袋”“不应小于0．3％”“应有防冻、排液措施”等具体的措施要求而被归类为method类；也可能因为提到的具体数值和需要通过BIM模型进行推导计算以验证这些数值要求而被归类为indirect类。
空气调节和通风系统应采取过滤、消声、隔声和减振措施。,method,indirect,method,正确,该规范可能因为提到“应采取过滤、消声、隔声和减振措施”这类具体方法步骤而被分为method类；也可能因为这些措施需要基于具体系统参数进行推导和计算以确保有效性，因此被分为indirect类。
当必须设门时，变配电所应采取正压或化学过滤等防腐蚀措施。,method,indirect,method,正确,该规范可能因为“应采取正压或化学过滤等防腐蚀措施”这种明确指出方法或措施的表述而被分为method类；也可能因为该规范需要对变配电所设置具体的防腐蚀措施，涉及到具体数值或条件判断从而需要间接推导和计算，而被分为indirect类。
当计算护脚埋深较大时，可采取减小护脚埋深的防护措施。,method,indirect,method,正确,该规范可能因为提到“可采取减小护脚埋深的防护措施”这种具体的防护措施而被分为method类；也可能因为涉及对护脚埋深的计算和调整，需要从BIM模型中提取相关信息并进行推导计算而被分为indirect类。
位于炎热地区的配变电所，屋面应有隔热措施。,method,general,method,正确,该规范可能因为提到“应有隔热措施”而被归类为method类，因为它描述了一种应采取的措施。也可能因为规范针对的是屋面隔热的总体设计要求，属于宏观指导性内容，被归类为general类。
综合布线区域内存在的电磁干扰场强高于3V／m时，宜采用屏蔽布线系统进行防护。,method,indirect,method,正确,该规范可能因为包含了“宜采用屏蔽布线系统进行防护”这样描述应采取措施的内容而被分为method类；也可能因为“综合布线区域内存在的电磁干扰场强高于3V／m时”这一条件需要通过BIM模型中的间接信息推导出电磁干扰情况从而决定是否需要采用屏蔽布线系统而被分为indirect类。
蒸汽管道、蒸汽冷凝水管道以及高于50℃的热水管道应保温，北方地区室外的给水管道应采取防冻措施。,method,indirect,method,正确,该规范可能因为提到“应保温”和“应采取防冻措施”这样具体的措施方法而被分为method类；也可能因为需要结合具体温度条件和环境条件进行判断和实施保温和防冻措施，涉及到多步骤的推理和条件判断而被分为indirect类。
配管配线应符合下列规定：1 配管、配线设计，有火灾及爆炸危险、灰尘、腐蚀、高温、潮湿、振动、静电、雷击及电磁场干扰环境，应采取防护措施。,general,method,method,正确,该规范可能因为“应符合下列规定”这种宏观指导性语言而被分为general类；也可能因为提到了具体的防护措施，如“应采取防护措施”而被分为method类。
3 缆式感温探测器宜采用直接接触安装方式。,others,method,method,正确,该规范可能因为提到“缆式感温探测器”及其安装方式，容易与具体的施工过程相关联而被分为others类；也可能因为“宜采用直接接触安装方式”这样的具体措施描述而被分为method类。
当采用40mm及以上厚度的钢板焊接时，所有杆塔结构的钢材均应采取防止钢材层状撕裂的措施。,method,indirect,method,正确,该规范可能因为包含了“应采取防止钢材层状撕裂的措施”这样带有“应采取措施”的措辞而被分为method类；也可能因为涉及到“40mm及以上厚度的钢板焊接”这样的具体技术参数和条件，需从BIM模型中提取相关信息并进行推导和计算以验证是否符合要求，因此被分为indirect类。
12 洁净室的排风系统应设置防止室外气流倒灌的措施。,method,indirect,method,正确,该规范可能因为提到“应设置防止室外气流倒灌的措施”这种具体措施方法而被分为method类；也可能因为需要评估排风系统防止室外气流倒灌的具体实施情况，涉及多个实体和步骤，从而被分为indirect类。
坝体巾孔、底孔宜采取防止冷空气侵入的措施。,method,indirect,method,正确,该规范可能因为提到“宜采取防止冷空气侵入的措施”这样的措辞，容易被认为是规定了应采取的方法或措施而被分为method类；也可能因为涉及到具体的措施实施细节，需要从BIM模型中获取多方面的信息进行推导和计算，从而被归为indirect类。
不设置地脚螺栓的非桩基储罐基础可不进行抗震验算，但应符合相应的抗震措施要求。,method,general,method,正确,该规范可能因为包含了“应符合相应的抗震措施要求”这样的措辞，暗示了一种方法或措施的应用而被分为method类；也可能因为“不设置地脚螺栓的非桩基储罐基础可不进行抗震验算”这样的宏观指导性建议而被分为general类。
输煤栈桥和其他建筑物连接处应设防止火灾蔓延的保护措施。,method,indirect,method,正确,该规范可能因为提到了“应设防止火灾蔓延的保护措施”，强调了应该采取某种具体的措施，从而被归类为method类；也可能因为涉及到输煤栈桥和其他建筑物连接处的具体防火措施，需要通过多个实体之间的关系进行推导和计算，从而被归类为indirect类。
